label	channel	x	subject	shift_pct	lo	hi	p_gt0	sigma_vertex
log-spl3-n1n2	n1	7.0	1	-6.333747089470837	-48.81645479555245	81.91316004451603	0.4025	0.19418248310073044
log-spl3-n1n2	n1	7.0	2	-5.7583616907785515	-45.82862011685988	83.37063417633098	0.41575	0.220553159652562
log-spl3-n1n2	n1	7.0	3	-21.823263554417267	-58.83001835783495	29.50341219628362	0.16316666666666665	0.24904445292485233
log-spl3-n1n2	n1	7.0	4	-6.599292946982654	-47.75453464338777	73.57778969515535	0.397	0.21563509340135734
log-spl3-n1n2	n1	7.0	5	5.2207086532121805	-39.660747273492206	83.80777211200629	0.576	0.23890055431583318
log-spl3-n1n2	n1	7.0	6	-12.169737321805957	-51.93471389542938	55.005782144481564	0.30616666666666664	0.24678655403493827
log-spl3-n1n2	n1	7.0	7	5.219720022885044	-43.4786343815008	121.65500767238532	0.5699166666666666	0.20573669721713822
log-spl3-n1n2	n1	7.0	9	18.51662682726628	-33.90761249310404	176.94837158395865	0.703	0.1358611500000374
log-spl3-n1n2	n1	7.0	10	-16.164369420186514	-64.4031132486541	45.60177406194369	0.25675	0.2772554931305867
log-spl3-n1n2	n1	7.0	11	6.715186281516539	-37.88219374781441	109.87167832206724	0.595	0.1522192393466183
log-spl3-n1n2	n1	7.0	18	44.553870779195094	-18.395487738378044	194.84157311365746	0.8796666666666667	0.11697806753956304
log-spl3-n1n2	n1	7.0	19	-23.95487963461646	-63.31260559001173	28.509043073175132	0.14633333333333334	0.29142862255950264
log-spl3-n1n2	n1	7.0	21	21.689115469195908	-29.954335823934745	161.19968382095797	0.737	0.17040017751011488
log-spl3-n1n2	n1	7.0	25	22.85437513713422	-25.49948808651291	105.2177396556045	0.7884166666666667	0.15022498335916612
log-spl3-n1n2	n1	7.0	26	-14.280885375095803	-48.44324054841171	35.91490199618555	0.24166666666666667	0.2551638585469278
log-spl3-n1n2	n1	7.0	29	-8.502025271967529	-54.65248726422435	79.4074873037877	0.38808333333333334	0.262792054765713
log-spl3-n1n2	n1	7.0	30	3.7934383108104153	-44.295494378653345	114.01919576387535	0.5498333333333333	0.19031628998868094
log-spl3-n1n2	n1	7.0	31	-22.927962005282836	-65.68310061483324	35.72662496862158	0.18408333333333332	0.3290243803092163
log-spl3-n1n2	n1	7.0	34	-12.906285445206722	-57.89956672379107	78.67684314500201	0.3293333333333333	0.2301828445520194
