order	stake_grp	rung	label	where	variant	over_subjects	quantity	value	n_safe
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	mean	dp	0.0043519584850436055	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	mean	dp	0.003666322238446061	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	mean	dp	0.0024053005893536024	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	mean	dp	-0.0019402094052155846	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	mean	dp	-0.005874319188538084	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	mean	dp	-0.007700954520037743	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	mean	dp	0.019961414625138084	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	mean	dp	0.015472122408991668	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	mean	dp	0.004594314592228897	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	mean	dp	-0.0020258031319381475	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	mean	dp	-0.0031559821510840497	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	mean	dp	-0.003133083022679877	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	mean	dp	-0.015244073465696582	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	mean	dp	-0.015107246756498435	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	mean	dp	-0.007172244879550127	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	mean	dp	0.005820006618587625	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	mean	dp	0.019444293356242072	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	mean	dp	0.03523392809154751	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	median	dp	0.0015378734554662315	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	median	dp	-0.0016326077197600442	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	median	dp	-0.0046831400211681945	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	median	dp	-0.008688413539910459	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	median	dp	-0.009342211257051487	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	median	dp	-0.00806274959513588	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	median	dp	0.005918924040964903	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	median	dp	0.005944299853215412	
Risky first	1.0	3.0	log-power-n2	trials	integrate/mean	median	dp	0.004814605395753594	
Risky first	1.0	4.0	log-power-n2	trials	integrate/mean	median	dp	0.0027705782200024153	
Risky first	1.0	5.0	log-power-n2	trials	integrate/mean	median	dp	0.00038095901825583407	
Risky first	1.0	6.0	log-power-n2	trials	integrate/mean	median	dp	-0.0006768422906572823	
Risky second	0.0	1.0	log-power-n2	trials	integrate/mean	median	dp	0.007490129527106657	
Risky second	0.0	2.0	log-power-n2	trials	integrate/mean	median	dp	0.00689231170911673	
Risky second	0.0	3.0	log-power-n2	trials	integrate/mean	median	dp	0.0044606586145378045	
Risky second	0.0	4.0	log-power-n2	trials	integrate/mean	median	dp	-0.001103580058916029	
Risky second	0.0	5.0	log-power-n2	trials	integrate/mean	median	dp	-0.0020659786384620575	
Risky second	0.0	6.0	log-power-n2	trials	integrate/mean	median	dp	-0.0030367014671115276	
Risky second	1.0	1.0	log-power-n2	trials	integrate/mean	median	dp	-1.9347787024661492e-05	
Risky second	1.0	2.0	log-power-n2	trials	integrate/mean	median	dp	-0.0016422084663262895	
Risky second	1.0	3.0	log-power-n2	trials	integrate/mean	median	dp	-0.003617396988984316	
Risky second	1.0	4.0	log-power-n2	trials	integrate/mean	median	dp	-0.0009574937417537864	
Risky second	1.0	5.0	log-power-n2	trials	integrate/mean	median	dp	0.0011460148114229645	
Risky second	1.0	6.0	log-power-n2	trials	integrate/mean	median	dp	0.003962949534271177	
Risky first	0.0	1.0	log-power-n2	trials	integrate/median	median	dp	0.0012877753455827427	
Risky first	0.0	2.0	log-power-n2	trials	integrate/median	median	dp	-0.0013049651145003566	
Risky first	0.0	3.0	log-power-n2	trials	integrate/median	median	dp	-0.0039798770302824525	
Risky first	0.0	4.0	log-power-n2	trials	integrate/median	median	dp	-0.007876881456133411	
Risky first	0.0	5.0	log-power-n2	trials	integrate/median	median	dp	-0.008346088108708849	
Risky first	0.0	6.0	log-power-n2	trials	integrate/median	median	dp	-0.007532926345821783	
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	median	dp	0.004899379038643913	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	median	dp	0.005058728292118714	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	median	dp	0.003936059727694882	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	median	dp	0.0022697187821037203	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	median	dp	0.00022403861164778616	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	median	dp	-0.0005863980960095485	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	median	dp	0.006510336035410898	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	median	dp	0.006420746100999713	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	median	dp	0.003949683520780142	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	median	dp	-0.0005700746672534507	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	median	dp	-0.001758452069145322	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	median	dp	-0.002499297256682742	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	median	dp	0.0001648040191441324	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	median	dp	-0.000937904803052933	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	median	dp	-0.003055617656777823	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	median	dp	-0.0004369330864350355	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	median	dp	0.0007088171508681056	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	median	dp	0.0027332200943407936	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.01582153412310294	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.016492555049558	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.01659327116250125	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.01972274003215878	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.02277479431647668	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	mean	num_shift	-0.024352197129639163	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.005889518525455179	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.005918621416315761	
Risky first	1.0	3.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.0058779491480976985	
Risky first	1.0	4.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.003775038115036098	
Risky first	1.0	5.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.002627077732967514	
Risky first	1.0	6.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.002324863873933828	
Risky second	0.0	1.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.01419838617591325	
Risky second	0.0	2.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.010256466440374604	
Risky second	0.0	3.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.005951450780618646	
Risky second	0.0	4.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.003864072113874613	
Risky second	0.0	5.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.0037487189582102	
Risky second	0.0	6.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.003553497719312115	
Risky second	1.0	1.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.0019567609820339334	
Risky second	1.0	2.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.008116448272645418	
Risky second	1.0	3.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.019838456155631172	
Risky second	1.0	4.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.025862458691988808	
Risky second	1.0	5.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.04021961082731531	
Risky second	1.0	6.0	log-power-n2	trials	integrate/mean	mean	num_shift	0.05740357670103698	
Risky first	0.0	1.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.015827494275480435	
Risky first	0.0	2.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.01631539065711103	
Risky first	0.0	3.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.016370194593362992	
Risky first	0.0	4.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.019566286694228774	
Risky first	0.0	5.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.02280524883130359	
Risky first	0.0	6.0	log-power-n2	trials	integrate/median	mean	num_shift	-0.024365970655123706	
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	mean	num_shift	0.005573613255207101	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	mean	num_shift	0.0055665977067207465	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	mean	num_shift	0.005464255588552059	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	mean	num_shift	0.0032133180721632673	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	mean	num_shift	0.0022012398369428933	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	mean	num_shift	0.001859945351740158	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	mean	num_shift	0.013787887548034053	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	mean	num_shift	0.010244909060912109	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	mean	num_shift	0.006284011336442188	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	mean	num_shift	0.004025985585501246	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	mean	num_shift	0.0036199158524041104	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	mean	num_shift	0.003792715290366595	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	mean	num_shift	0.002062630078335071	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	mean	num_shift	0.008075971461438482	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	mean	num_shift	0.01920554960307732	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	mean	num_shift	0.024852391587677665	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	mean	num_shift	0.03939079970663932	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	mean	num_shift	0.05672459619980642	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0018894903958630205	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0022080732185845294	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0022140977938323175	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0033633986759170984	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0035581667147826703	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.004112981876228529	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	median	num_shift	0.004658379382549363	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	median	num_shift	0.004484247527669329	
Risky first	1.0	3.0	log-power-n2	trials	integrate/mean	median	num_shift	0.004504190809641324	
Risky first	1.0	4.0	log-power-n2	trials	integrate/mean	median	num_shift	0.0036419830057159604	
Risky first	1.0	5.0	log-power-n2	trials	integrate/mean	median	num_shift	0.0027113984876363	
Risky first	1.0	6.0	log-power-n2	trials	integrate/mean	median	num_shift	0.002697019483881862	
Risky second	0.0	1.0	log-power-n2	trials	integrate/mean	median	num_shift	0.005140734705689329	
Risky second	0.0	2.0	log-power-n2	trials	integrate/mean	median	num_shift	0.004322777877832037	
Risky second	0.0	3.0	log-power-n2	trials	integrate/mean	median	num_shift	0.003213870885075233	
Risky second	0.0	4.0	log-power-n2	trials	integrate/mean	median	num_shift	0.0015683902671399647	
Risky second	0.0	5.0	log-power-n2	trials	integrate/mean	median	num_shift	0.0013709374820332155	
Risky second	0.0	6.0	log-power-n2	trials	integrate/mean	median	num_shift	0.00025050817643453385	
Risky second	1.0	1.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0023357893427520472	
Risky second	1.0	2.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0021478124542417846	
Risky second	1.0	3.0	log-power-n2	trials	integrate/mean	median	num_shift	-0.0016660132520832998	
Risky second	1.0	4.0	log-power-n2	trials	integrate/mean	median	num_shift	0.001467700210353002	
Risky second	1.0	5.0	log-power-n2	trials	integrate/mean	median	num_shift	0.002876393862603356	
Risky second	1.0	6.0	log-power-n2	trials	integrate/mean	median	num_shift	0.005645553792558088	
Risky first	0.0	1.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0014653836405717582	
Risky first	0.0	2.0	log-power-n2	trials	integrate/median	median	num_shift	-0.001794001877779903	
Risky first	0.0	3.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0017940018777799125	
Risky first	0.0	4.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0024283827432386718	
Risky first	0.0	5.0	log-power-n2	trials	integrate/median	median	num_shift	-0.002622315363814326	
Risky first	0.0	6.0	log-power-n2	trials	integrate/median	median	num_shift	-0.003280817065942618	
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	median	num_shift	0.0033994377992070945	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	median	num_shift	0.0032425287709070827	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	median	num_shift	0.0032268755233758883	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	median	num_shift	0.002634199810454707	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	median	num_shift	0.001767024382858564	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	median	num_shift	0.0016410499918571206	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	median	num_shift	0.004398756590618539	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	median	num_shift	0.003833956223616042	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	median	num_shift	0.0028960814669221806	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	median	num_shift	0.0013582812205746864	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	median	num_shift	0.0011731185383202503	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	median	num_shift	0.0002344784471672301	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0012097642959549848	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0011367470281657965	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	median	num_shift	-0.0008429747929358244	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	median	num_shift	0.0013639345350920928	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	median	num_shift	0.0022232314234670687	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	median	num_shift	0.004341053507976866	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0934696397488544	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0935021163478664	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0917665933116596	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0933354773079937	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.094401473776679	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0940798794321782	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0523623022491528	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0541110308431236	
Risky first	1.0	3.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0534236132813164	
Risky first	1.0	4.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0574639401918184	
Risky first	1.0	5.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.060041989590792	
Risky first	1.0	6.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.060385374806176	
Risky second	0.0	1.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.08856351955261	
Risky second	0.0	2.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0843723241250358	
Risky second	0.0	3.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0768396664654991	
Risky second	0.0	4.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.076711008332496	
Risky second	0.0	5.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0715576643240565	
Risky second	0.0	6.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.063617679263981	
Risky second	1.0	1.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.029125652389815	
Risky second	1.0	2.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0215421057127245	
Risky second	1.0	3.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0097527857852255	
Risky second	1.0	4.0	log-power-n2	trials	integrate/mean	mean	den_ratio	1.0071699629593636	
Risky second	1.0	5.0	log-power-n2	trials	integrate/mean	mean	den_ratio	0.9994624571064881	
Risky second	1.0	6.0	log-power-n2	trials	integrate/mean	mean	den_ratio	0.9878705254385077	
Risky first	0.0	1.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.093411780455468	
Risky first	0.0	2.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0932341944654915	
Risky first	0.0	3.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.091629084456185	
Risky first	0.0	4.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0930652488001287	
Risky first	0.0	5.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0933886491215588	
Risky first	0.0	6.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0933660278334676	
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0524200628773592	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0540344174721203	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0534012697439699	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0575805410610544	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0594807714255383	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0593569044127311	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0865791332252055	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0823046488638917	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.074355347024397	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.074981299887325	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0689514780997573	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0623381084214747	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0290781297418334	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.02135418236595	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.0095123569007072	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	mean	den_ratio	1.007089445863174	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	mean	den_ratio	0.9992257248782187	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	mean	den_ratio	0.9880453540239755	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0638567341496228	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0642060950434626	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.063037276158844	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0636557238454534	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0629846014171977	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0618967634181598	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0408380576905618	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0418821292293314	
Risky first	1.0	3.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0411077972231764	
Risky first	1.0	4.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0439831499366812	
Risky first	1.0	5.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.044650947841725	
Risky first	1.0	6.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.044149700952705	
Risky second	0.0	1.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0603667824645056	
Risky second	0.0	2.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0588997595836693	
Risky second	0.0	3.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.054944420221325	
Risky second	0.0	4.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.05384671621563	
Risky second	0.0	5.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0511161405010423	
Risky second	0.0	6.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.047646668752647	
Risky second	1.0	1.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0259145914881536	
Risky second	1.0	2.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0206438933349269	
Risky second	1.0	3.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0128724457697214	
Risky second	1.0	4.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0118348842599476	
Risky second	1.0	5.0	log-power-n2	trials	integrate/mean	median	den_ratio	1.0062480542001953	
Risky second	1.0	6.0	log-power-n2	trials	integrate/mean	median	den_ratio	0.9982754685297444	
Risky first	0.0	1.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0615134540044155	
Risky first	0.0	2.0	log-power-n2	trials	integrate/median	median	den_ratio	1.062684519650351	
Risky first	0.0	3.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0623565104434771	
Risky first	0.0	4.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0615000223861641	
Risky first	0.0	5.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0608306219298245	
Risky first	0.0	6.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0599193390552484	
Risky first	1.0	1.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0412169572569967	
Risky first	1.0	2.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0421182128255315	
Risky first	1.0	3.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0417002032834843	
Risky first	1.0	4.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0448429330624345	
Risky first	1.0	5.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0458245366713141	
Risky first	1.0	6.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0455820764579742	
Risky second	0.0	1.0	log-power-n2	trials	integrate/median	median	den_ratio	1.060141110152884	
Risky second	0.0	2.0	log-power-n2	trials	integrate/median	median	den_ratio	1.058039805924948	
Risky second	0.0	3.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0543561215180195	
Risky second	0.0	4.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0529025764002937	
Risky second	0.0	5.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0508605143715126	
Risky second	0.0	6.0	log-power-n2	trials	integrate/median	median	den_ratio	1.046384103687426	
Risky second	1.0	1.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0261574675062823	
Risky second	1.0	2.0	log-power-n2	trials	integrate/median	median	den_ratio	1.020939556285438	
Risky second	1.0	3.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0129689891867062	
Risky second	1.0	4.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0117792198011897	
Risky second	1.0	5.0	log-power-n2	trials	integrate/median	median	den_ratio	1.0068104058993916	
Risky second	1.0	6.0	log-power-n2	trials	integrate/median	median	den_ratio	0.9978654884803975	
Risky first	0.0	1.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	0.0	2.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	0.0	3.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	0.0	4.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	0.0	5.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	0.0	6.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	1.0	1.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
Risky first	1.0	2.0	log-power-n2	trials	integrate/mean	mean	d_postR	0.0	
