label	channel	x	subject	shift_pct	lo	hi	p_gt0	sigma_vertex
log-power-n1psd	n1	7.0	1	-24.854461370978036	-59.31907512557842	28.417574764184717	0.14954166666666666	0.2987314099351819
log-power-n1psd	n1	7.0	2	-18.074831305335884	-53.386637412020036	67.44604875674499	0.2843333333333333	0.269591197435207
log-power-n1psd	n1	7.0	3	-0.6057844986312122	-41.30282121731998	66.89878388459208	0.48966666666666664	0.20961999237378398
log-power-n1psd	n1	7.0	4	-5.589706652870491	-45.4687130816545	57.54518514527981	0.4095	0.24249930327208452
log-power-n1psd	n1	7.0	5	-11.797211512573258	-46.89457857936998	43.328718693597146	0.29583333333333334	0.2847185145120397
log-power-n1psd	n1	7.0	6	-8.315877448792758	-41.88659610016141	40.18568230434114	0.3443333333333333	0.2345463371366788
log-power-n1psd	n1	7.0	7	25.499506595204956	-26.681729835601526	125.66145228896931	0.8073333333333333	0.19069052048889262
log-power-n1psd	n1	7.0	9	42.33817147283348	-15.888969155190292	151.00667450736051	0.9054166666666666	0.13351645679638746
log-power-n1psd	n1	7.0	10	-23.825104271644236	-62.030728239763135	26.412061920302353	0.158	0.3098859330479725
log-power-n1psd	n1	7.0	11	11.990194937183885	-30.799713258453487	80.07357191781938	0.6852083333333333	0.17417726933385524
log-power-n1psd	n1	7.0	18	34.237839926966046	-13.85282746405907	101.43373424063417	0.9150416666666666	0.15869364500226418
log-power-n1psd	n1	7.0	19	-22.2757079057194	-56.97741666740997	30.448637368143352	0.16408333333333333	0.28255609793818687
log-power-n1psd	n1	7.0	21	4.634085890131711	-35.11402163417562	69.98275601376706	0.5765	0.241410483250808
log-power-n1psd	n1	7.0	25	53.8241944080572	6.324726235324367	124.46435785240413	0.98825	0.13622290930263373
log-power-n1psd	n1	7.0	26	0.7115955637274074	-33.31383165180209	50.91788253526423	0.5140416666666666	0.23302409449089076
log-power-n1psd	n1	7.0	29	7.477859012494392	-31.46423195666595	64.77227055042913	0.6305416666666667	0.22467075131276165
log-power-n1psd	n1	7.0	30	-3.620242460331158	-43.64495735205089	54.580340425414796	0.438125	0.2469680833186593
log-power-n1psd	n1	7.0	31	-27.110332671447306	-62.79902670421788	29.227961970496917	0.14258333333333334	0.3425097974665171
log-power-n1psd	n1	7.0	34	-7.796066466819502	-45.774286955651704	53.00878853027726	0.378875	0.24759725894132334
log-power-n1psd	n1	7.0	35	40.462821053716084	-29.158148116219223	199.67002505011322	0.8283333333333334	0.1524730279248555
log-power-n1psd	n1	7.0	36	-4.583107102169597	-44.477186731869566	59.276852944697595	0.42841666666666667	0.25061377710837307
log-power-n1psd	n1	7.0	37	-4.304302304340618	-41.271446587642764	51.56799115787172	0.4247916666666667	0.2481406381083497
log-power-n1psd	n1	7.0	45	3.2500271300901606	-37.22600177898102	76.63110553965033	0.5513333333333333	0.2358376888655389
log-power-n1psd	n1	7.0	46	-8.097059299436598	-47.048023769152785	51.70852531089288	0.37004166666666666	0.25963851459912396
log-power-n1psd	n1	7.0	47	-33.1544318370543	-61.670545458442206	10.341725209266512	0.06054166666666667	0.3471303688670936
log-power-n1psd	n1	7.0	50	119.71311544576349	20.068986589049327	363.1317066822996	0.9962916666666667	0.09510484294295339
log-power-n1psd	n1	7.0	53	4.203692131801374	-40.104574057265765	75.68484874024614	0.5649583333333333	0.22702946960704656
log-power-n1psd	n1	7.0	56	-3.023525891363982	-48.14976577140746	82.01830569108611	0.46316666666666667	0.2400311261612813
log-power-n1psd	n1	7.0	59	78.13246095013582	7.891098017965451	209.67266708847177	0.988625	0.1294653207200185
log-power-n1psd	n1	7.0	62	35.690602131457815	-25.739362700162562	176.15563309620862	0.8350416666666667	0.156040042438354
log-power-n1psd	n1	7.0	63	19.18555958353523	-29.261035608661906	104.13946297629785	0.7449166666666667	0.19684397466592016
log-power-n1psd	n1	7.0	67	0.09811779705918289	-38.32402828710343	64.73272282538792	0.5019166666666667	0.22057465901587203
log-power-n1psd	n1	7.0	69	-16.199516655103487	-52.21500393446583	35.4429481004466	0.23554166666666668	0.28313855071775895
log-power-n1psd	n1	7.0	72	61.10708155339553	-5.568629374401267	207.1410670632673	0.96025	0.1344545610594633
log-power-n1psd	n1	7.0	74	-29.90242345335402	-62.42982109147264	10.992127752676847	0.06958333333333333	0.3464265374255339
log-power-n1psd	n1	28.0	1	-13.25090419982098	-36.62599670788698	15.317758921088092	0.16116666666666668	0.2425742517988797
log-power-n1psd	n1	28.0	2	-9.175823852928605	-34.333502704252666	29.684058298554014	0.3087083333333333	0.23387982680244673
log-power-n1psd	n1	28.0	3	3.0767431282374247	-22.646327429186158	41.70510289031376	0.5865416666666666	0.18787590121247005
log-power-n1psd	n1	28.0	4	-6.612104245909444	-31.095711374559126	22.015859770691733	0.31116666666666665	0.2851163991026834
log-power-n1psd	n1	28.0	5	-7.762658463237915	-30.610497872329994	20.559791825270114	0.2648333333333333	0.25865179062193594
log-power-n1psd	n1	28.0	6	-7.282200283813806	-28.19788381685644	16.084696501406604	0.264875	0.2586774356067749
log-power-n1psd	n1	28.0	7	12.23784649527615	-15.347692204151373	51.97222966677642	0.7932083333333333	0.21443482725819696
log-power-n1psd	n1	28.0	9	19.347699291427645	-10.575946121810455	59.70800319644573	0.8909166666666667	0.1839991107203165
log-power-n1psd	n1	28.0	10	-14.812306379383699	-40.45982157099367	12.555369979941053	0.13904166666666667	0.27708410351842494
log-power-n1psd	n1	28.0	11	4.90551564458327	-21.107935928706034	37.071525645403554	0.6360833333333333	0.1964987795539862
log-power-n1psd	n1	28.0	18	13.921051891445458	-11.046949360806508	41.68072589326381	0.86825	0.18223050478001207
log-power-n1psd	n1	28.0	19	-13.421775860507456	-35.323243595735725	12.626038056595036	0.14233333333333334	0.26802590701066753
log-power-n1psd	n1	28.0	21	1.1805205840099031	-21.29640051005713	31.223733455019897	0.538	0.23641528711121945
log-power-n1psd	n1	28.0	25	27.12596636999962	4.034230954274483	58.71180331844924	0.9899166666666667	0.154837886492028
log-power-n1psd	n1	28.0	26	4.871684474525373	-17.36603519355356	36.035115582821334	0.646625	0.21215881922736762
log-power-n1psd	n1	28.0	29	4.166467848301025	-16.360534214961817	28.466204776187322	0.6564583333333334	0.2129088261097173
log-power-n1psd	n1	28.0	30	-3.9909836413077437	-27.233640383165636	21.73188435319954	0.368125	0.24435928167154544
log-power-n1psd	n1	28.0	31	-15.740408188434845	-41.33786702226464	14.455928945175728	0.141875	0.2812166373749112
log-power-n1psd	n1	28.0	34	-1.3554568871775974	-25.29243556890038	27.55913080029067	0.457125	0.23789761315886793
log-power-n1psd	n1	28.0	35	23.89084902108891	-13.255823217661595	84.82968542790996	0.8760416666666667	0.16329048180396766
log-power-n1psd	n1	28.0	36	-6.611072516854105	-31.972783925250052	23.39413422735198	0.3135	0.26277887836172764
log-power-n1psd	n1	28.0	37	-2.940721055879875	-25.71831105667282	24.76464532408269	0.4068333333333333	0.24358391697633053
log-power-n1psd	n1	28.0	45	1.1324494051384804	-22.785874075356013	36.01190481719316	0.5327083333333333	0.21703828927847257
log-power-n1psd	n1	28.0	46	-5.66332889771447	-29.570063743738523	23.45467169475131	0.33208333333333334	0.24415810963902126
log-power-n1psd	n1	28.0	47	-19.129143555888696	-40.49157953765437	7.211382271780864	0.07208333333333333	0.2687498325773713
log-power-n1psd	n1	28.0	50	57.076710744335145	15.893697829223683	124.64852414381909	0.9986666666666667	0.14108718916371082
log-power-n1psd	n1	28.0	53	-4.6389296070105175	-29.365824098867076	25.1441231904035	0.3650833333333333	0.2782589542109605
log-power-n1psd	n1	28.0	56	-5.111234639732453	-31.885225467348107	30.04213068369089	0.36983333333333335	0.24825349698401616
