label	channel	x	subject	shift_pct	lo	hi	p_gt0	sigma_vertex
log-spl3-percmem	n1	7.0	1	8.492654786609567	-37.61502825392404	88.22293814413939	0.6266666666666667	0.17168464126480687
log-spl3-percmem	n1	7.0	2	15.7408938139453	-31.88425387386088	94.73673243332885	0.7295833333333334	0.31125313252506415
log-spl3-percmem	n1	7.0	3	-11.484621043906746	-51.92790714049877	37.73173029321296	0.3045	0.2149678305100363
log-spl3-percmem	n1	7.0	4	5.838132375907524	-39.53856520728276	74.71590407686013	0.596	0.2091273535841034
log-spl3-percmem	n1	7.0	5	12.937712549907886	-31.018841745056395	76.79006149425939	0.7115833333333333	0.24051447216549618
log-spl3-percmem	n1	7.0	6	-4.021364940765509	-45.23389897792321	52.82060645522582	0.4340833333333333	0.29182149489538056
log-spl3-percmem	n1	7.0	7	7.814527193693732	-39.757304261597554	82.0026246478856	0.61275	0.27053368707183784
log-spl3-percmem	n1	7.0	9	21.963499110430597	-25.493484439131855	122.80232340508489	0.7909166666666667	0.13304789215909574
log-spl3-percmem	n1	7.0	10	-3.704128613186758	-50.88124067251704	59.00422635960848	0.4444166666666667	0.24558869653933876
log-spl3-percmem	n1	7.0	11	13.885584388986894	-27.594233046191366	87.11119974200412	0.7265	0.14126845833492646
log-spl3-percmem	n1	7.0	18	48.33404115819102	0.8180370660838657	142.61078438673044	0.9773333333333334	0.12179123563695732
log-spl3-percmem	n1	7.0	19	-12.475154235987807	-53.18711447114059	41.42552259036333	0.2940833333333333	0.2645093805658171
log-spl3-percmem	n1	7.0	21	44.49319348187226	-7.06942211844168	149.1964146186087	0.94925	0.2316702492882035
log-spl3-percmem	n1	7.0	25	21.27600367108574	-13.102049556133277	78.10730621514465	0.8721666666666666	0.15071150252906185
log-spl3-percmem	n1	7.0	26	2.1377733386213627	-31.476545560278	45.69851965245081	0.5485833333333333	0.2373671346425078
log-spl3-percmem	n1	7.0	29	3.4002307687572397	-44.075146808333876	75.11706361597635	0.5505	0.2684858369542198
log-spl3-percmem	n1	7.0	30	14.868449030041486	-32.724804747909495	92.94087602213887	0.71675	0.1760230933335905
log-spl3-percmem	n1	7.0	31	-6.045820790257345	-53.40667539950886	61.2998211015043	0.40858333333333335	0.29968929640914777
log-spl3-percmem	n1	7.0	34	7.014236582640343	-43.50737189683967	91.54233556065886	0.6003333333333334	0.20650638367149912
log-spl3-percmem	n1	7.0	35	5.074431280103864	-38.140891917627414	71.84575215986726	0.58175	0.29126786968908613
log-spl3-percmem	n1	7.0	36	9.354294184260548	-36.37070320815723	77.546515985441	0.64675	0.23212519241997415
log-spl3-percmem	n1	7.0	37	8.89057063171994	-32.68209155803681	74.63915439781373	0.6408333333333334	0.21405598809431783
log-spl3-percmem	n1	7.0	45	8.53320919962315	-31.49341694519406	62.9593608283781	0.6693333333333333	0.24156310442604684
log-spl3-percmem	n1	7.0	46	5.7851574494991675	-36.20735525153898	69.75955128933228	0.59775	0.2818486897084113
log-spl3-percmem	n1	7.0	47	-27.23056147096848	-59.795177654317925	11.365269109196488	0.07875	0.3446353973986582
log-spl3-percmem	n1	7.0	50	28.224194327211706	-18.58197380875975	122.67052781414615	0.8614166666666667	0.13612351643747247
log-spl3-percmem	n1	7.0	53	14.536731223450639	-30.689297486642886	96.44602206965726	0.7196666666666667	0.17445548857198684
log-spl3-percmem	n1	7.0	56	-2.1956114538980334	-50.358770531010975	62.654745845421076	0.46641666666666665	0.3300061262433733
log-spl3-percmem	n1	7.0	59	46.84505709655613	-6.838426235465255	149.44687794597607	0.954	0.15839492410890504
log-spl3-percmem	n1	7.0	62	23.064076025101578	-26.480826814082132	122.15829110831432	0.7889166666666667	0.1814309056190366
log-spl3-percmem	n1	7.0	63	15.137991658521766	-33.29644252296021	93.79332205055684	0.7159166666666666	0.1850110974367157
log-spl3-percmem	n1	7.0	67	-2.7061191080426816	-36.981963488102835	44.63164391642885	0.4435	0.2179549150262654
log-spl3-percmem	n1	7.0	69	-1.9292746213621537	-46.44782413908455	56.10190509579672	0.46841666666666665	0.22914783289814397
log-spl3-percmem	n1	7.0	72	30.55276450357055	-16.401739606694633	119.89504257668457	0.8854166666666666	0.14027289060852988
log-spl3-percmem	n1	7.0	74	-17.985941323388765	-48.05251444341068	24.596099321332755	0.17516666666666666	0.3092938242632763
log-spl3-percmem	n1	28.0	1	-17.919736844584627	-41.47758408201483	8.562328373390221	0.08875	0.27543355898108746
log-spl3-percmem	n1	28.0	2	-9.743817516982489	-38.44299437135578	26.93846531218112	0.28625	0.3284028471744892
log-spl3-percmem	n1	28.0	3	34.939595817472835	-4.534886132166331	93.80176380757365	0.9550833333333333	0.1463017488484758
log-spl3-percmem	n1	28.0	4	2.3650891225530657	-28.686496863463166	37.53342379191023	0.5553333333333333	0.2734444847527595
log-spl3-percmem	n1	28.0	5	-11.203704185680781	-40.870749470322814	23.93971887662589	0.2505	0.2554437622240636
log-spl3-percmem	n1	28.0	6	-2.2042764311731524	-28.53438782622493	28.74396788425213	0.4399166666666667	0.20912228196160798
log-spl3-percmem	n1	28.0	7	12.355033948612228	-25.18461327506483	65.74659553222898	0.7256666666666667	0.2949616233942909
log-spl3-percmem	n1	28.0	9	-18.400088260634767	-34.69414161699562	0.3777478254428215	0.027	0.2327018310909747
log-spl3-percmem	n1	28.0	10	0.19068170262601658	-38.10078065710785	42.96053455001118	0.5035833333333334	0.26980740611908205
log-spl3-percmem	n1	28.0	11	-9.714916470563068	-34.04348626601698	19.602782290201002	0.23983333333333334	0.250718201344149
log-spl3-percmem	n1	28.0	18	-9.543523260150522	-32.45760789801875	17.018991336159928	0.22541666666666665	0.27181164104958844
log-spl3-percmem	n1	28.0	19	7.0275613684834815	-17.787561800614167	41.356803936918574	0.7031666666666667	0.22176907757772574
log-spl3-percmem	n1	28.0	21	1.0167331061004536	-27.066660445183917	35.721470244705365	0.5241666666666667	0.29022071194470106
log-spl3-percmem	n1	28.0	25	8.372054291297637	-16.777158796343436	41.77848815014677	0.7278333333333333	0.18211751830305545
log-spl3-percmem	n1	28.0	26	25.654759379943894	-1.9390734903912632	63.08071963837442	0.9644166666666667	0.17419444201149153
log-spl3-percmem	n1	28.0	29	-14.579204684447877	-38.316328454465804	16.692156987999212	0.1505	0.30371569062952947
log-spl3-percmem	n1	28.0	30	-1.4968489708180932	-31.520795162255876	39.41527828711387	0.4658333333333333	0.2832063774187783
log-spl3-percmem	n1	28.0	31	-7.776889173799062	-40.8783542613847	35.6249620244379	0.3473333333333333	0.25220643201267645
log-spl3-percmem	n1	28.0	34	3.6473231925025607	-21.333297042535097	35.93624444140336	0.6051666666666666	0.2241816297644903
log-spl3-percmem	n1	28.0	35	48.67354435718918	8.906633996768532	108.65080801180399	0.9936666666666667	0.14153461509855803
log-spl3-percmem	n1	28.0	36	-9.263081355466591	-37.14397833755488	25.465439073730717	0.291	0.2512486529542356
log-spl3-percmem	n1	28.0	37	-0.6582341082226273	-28.796116966413283	36.80161103585983	0.48383333333333334	0.24049181617999757
log-spl3-percmem	n1	28.0	45	43.48405704303235	12.979674514057974	93.05791753725407	0.9986666666666667	0.18890641736815908
log-spl3-percmem	n1	28.0	46	-1.926078353927374	-31.205359772060586	35.01274514640228	0.4549166666666667	0.27500390162506305
log-spl3-percmem	n1	28.0	47	-11.216811772120627	-34.91602864117007	17.382347035011986	0.20791666666666667	0.2557155566520409
log-spl3-percmem	n1	28.0	50	49.370138679757716	16.60377178040117	101.50843273788888	0.9995	0.15928156369817686
log-spl3-percmem	n1	28.0	53	5.1251870239557125	-27.29774175607284	41.502992416497975	0.6211666666666666	0.2778598686778989
log-spl3-percmem	n1	28.0	56	34.228660142779255	-7.809118607787926	101.67389031655615	0.9358333333333333	0.16615218183014246
log-spl3-percmem	n1	28.0	59	8.824539889594273	-18.74586377111876	44.03658567689485	0.72175	0.22959433051432857
log-spl3-percmem	n1	28.0	62	33.619786690193536	-6.330788204815443	94.967247556482	0.9465	0.17762654809066641
log-spl3-percmem	n1	28.0	63	19.722787434565646	-14.586932906526123	68.97043642161638	0.8576666666666667	0.21093751616784778
log-spl3-percmem	n1	28.0	67	-29.52070254786368	-50.17282841384183	-6.194169728189524	0.0085	0.2931747932206792
log-spl3-percmem	n1	28.0	69	4.949742288395475	-30.92675100536986	48.337351863115344	0.6048333333333333	0.28480669041092166
log-spl3-percmem	n1	28.0	72	17.49606818040069	-18.123822313451917	65.8533531078295	0.8155833333333333	0.1876543117283725
log-spl3-percmem	n1	28.0	74	-14.165072896275605	-42.60034418419775	18.60226619003148	0.18683333333333332	0.31955561338609106
log-spl3-percmem	n2	7.0	1	19.52724510527434	-44.063580344007065	181.6753868254233	0.7025	0.08141332672086335
log-spl3-percmem	n2	7.0	2	24.80123717933175	-35.49234593554316	163.3007854342832	0.76675	0.18841453147137344
log-spl3-percmem	n2	7.0	3	12.609938102554308	-45.74103682605492	136.11185296051605	0.6426666666666667	0.08334832741399463
log-spl3-percmem	n2	7.0	4	16.612192345277734	-44.44085382635525	147.80940364580235	0.6825833333333333	0.11035891397260622
log-spl3-percmem	n2	7.0	5	31.437714379625938	-28.246103107141288	191.4402332601684	0.8351666666666666	0.1158062100879259
