label	channel	x	subject	shift_pct	lo	hi	p_gt0	sigma_vertex
log-weber+affine-n1n2.pathfinder	n1	7.0	1	-14.929047795526635	-36.90819058515899	13.46538778911274	0.12620833333333334	0.2494167979302337
log-weber+affine-n1n2.pathfinder	n1	7.0	2	-13.78227613124296	-39.73544963006605	27.57366304566952	0.20870833333333333	0.24681674278041638
log-weber+affine-n1n2.pathfinder	n1	7.0	3	8.02864046780809	-23.472194319617028	53.58414981920665	0.6759166666666667	0.18239642736560058
log-weber+affine-n1n2.pathfinder	n1	7.0	4	-4.716201205647974	-31.401595473115364	26.917836605948345	0.36820833333333336	0.28123094255259895
log-weber+affine-n1n2.pathfinder	n1	7.0	5	-9.550299390932777	-33.62462028035093	20.41974149401444	0.24808333333333332	0.271989508911495
log-weber+affine-n1n2.pathfinder	n1	7.0	6	-12.27141405625483	-32.4761442766638	10.49671229167414	0.1335	0.2636178423191543
log-weber+affine-n1n2.pathfinder	n1	7.0	7	14.839561939032542	-21.506400443328904	70.00095700218012	0.767375	0.2204574938690946
log-weber+affine-n1n2.pathfinder	n1	7.0	9	-11.88007173067298	-33.19904627312164	17.65552305161699	0.18079166666666666	0.21969391563986962
log-weber+affine-n1n2.pathfinder	n1	7.0	10	-16.025986962316914	-46.313947548939524	19.799752428268164	0.17483333333333334	0.29999891837788095
log-weber+affine-n1n2.pathfinder	n1	7.0	11	-5.125743558932089	-30.623989597422337	30.761711354945902	0.3642916666666667	0.20807101265026873
log-weber+affine-n1n2.pathfinder	n1	7.0	18	7.76703771470153	-17.643263883456488	39.20338824599609	0.7208333333333333	0.19241619987655695
log-weber+affine-n1n2.pathfinder	n1	7.0	19	-6.14782779497165	-35.105127744967014	20.97987241958181	0.32075	0.2539537286297535
log-weber+affine-n1n2.pathfinder	n1	7.0	21	6.558622793638325	-19.565736617210653	39.52410353387031	0.677375	0.23290251257760908
log-weber+affine-n1n2.pathfinder	n1	7.0	25	25.462380905392422	0.21751602981608997	58.60102476810974	0.9763333333333334	0.1579808559006498
log-weber+affine-n1n2.pathfinder	n1	7.0	26	20.254115164182572	-4.6043137738732325	52.551184225010495	0.9412083333333333	0.1985763438945377
log-weber+affine-n1n2.pathfinder	n1	7.0	29	-20.04229934747374	-40.829505086410194	5.84729319800267	0.05420833333333333	0.2909825916809836
log-weber+affine-n1n2.pathfinder	n1	7.0	30	-25.167221443143653	-51.774683462736064	14.426154091047357	0.070625	0.31970528088229366
log-weber+affine-n1n2.pathfinder	n1	7.0	31	-20.462284683878124	-47.809115352169066	12.442832372586944	0.099375	0.3063801402517291
log-weber+affine-n1n2.pathfinder	n1	7.0	34	10.661686450371967	-15.16987144655855	39.99768000087145	0.7889583333333333	0.21390685711779792
log-weber+affine-n1n2.pathfinder	n1	7.0	35	54.69557772803553	9.422357969388786	136.50232596651875	0.9934166666666666	0.12563355270286286
log-weber+affine-n1n2.pathfinder	n1	7.0	36	-15.605047862295297	-39.68853202754676	13.489842323311752	0.13804166666666667	0.2930243959954244
log-weber+affine-n1n2.pathfinder	n1	7.0	37	-1.9783788652600665	-27.714305619036793	32.99293327299711	0.44404166666666667	0.24755941381544716
log-weber+affine-n1n2.pathfinder	n1	7.0	45	29.720982089469416	-1.4191724074466154	69.80336674816002	0.9685	0.16432717577534556
log-weber+affine-n1n2.pathfinder	n1	7.0	46	-11.328503618044579	-35.63625095992022	21.169374719613266	0.21704166666666666	0.2713097452065716
log-weber+affine-n1n2.pathfinder	n1	7.0	47	-26.71153870785681	-47.06390812375067	-0.5139927322965112	0.023083333333333334	0.3185189777036814
log-weber+affine-n1n2.pathfinder	n1	7.0	50	48.78918656783688	19.147005035860182	96.95482006430649	0.998625	0.15269225195251152
log-weber+affine-n1n2.pathfinder	n1	7.0	53	-18.02345249508209	-39.34386648231545	13.563193999594638	0.0935	0.32220647207860253
log-weber+affine-n1n2.pathfinder	n1	7.0	56	-13.160513544270486	-39.633174682570484	20.225348341150596	0.2005	0.24582795697032417
log-weber+affine-n1n2.pathfinder	n1	7.0	59	14.325421637376134	-8.970562064760149	46.68475639814321	0.876375	0.2071481108069278
log-weber+affine-n1n2.pathfinder	n1	7.0	62	40.19678078980705	-5.70245972353869	115.9799754351596	0.9538333333333333	0.14722426430680408
log-weber+affine-n1n2.pathfinder	n1	7.0	63	19.123510357222386	-15.417397878119374	64.3584320313009	0.845375	0.20094921727919227
log-weber+affine-n1n2.pathfinder	n1	7.0	67	-33.731327993407774	-49.763154553156554	-15.313001041919966	0.0009166666666666666	0.3208883563326028
log-weber+affine-n1n2.pathfinder	n1	7.0	69	-9.879648530954505	-38.522557921850364	27.79808166394379	0.286	0.2999699029979126
log-weber+affine-n1n2.pathfinder	n1	7.0	72	27.578821746668893	-8.21471505249437	93.15065719957195	0.92525	0.16807997682492595
log-weber+affine-n1n2.pathfinder	n1	7.0	74	-16.275144068927553	-38.34640251102956	11.493089628176767	0.11179166666666666	0.29540773145600574
log-weber+affine-n1n2.pathfinder	n1	28.0	1	-14.929047795526635	-36.90819058515899	13.46538778911274	0.12620833333333334	0.2494167979302337
log-weber+affine-n1n2.pathfinder	n1	28.0	2	-13.78227613124296	-39.73544963006605	27.57366304566952	0.20870833333333333	0.24681674278041638
log-weber+affine-n1n2.pathfinder	n1	28.0	3	8.02864046780809	-23.472194319617028	53.58414981920665	0.6759166666666667	0.18239642736560058
log-weber+affine-n1n2.pathfinder	n1	28.0	4	-4.716201205647974	-31.401595473115364	26.917836605948345	0.36820833333333336	0.28123094255259895
log-weber+affine-n1n2.pathfinder	n1	28.0	5	-9.550299390932777	-33.62462028035093	20.41974149401444	0.24808333333333332	0.271989508911495
log-weber+affine-n1n2.pathfinder	n1	28.0	6	-12.27141405625483	-32.4761442766638	10.49671229167414	0.1335	0.2636178423191543
log-weber+affine-n1n2.pathfinder	n1	28.0	7	14.839561939032542	-21.506400443328904	70.00095700218012	0.767375	0.2204574938690946
log-weber+affine-n1n2.pathfinder	n1	28.0	9	-11.88007173067298	-33.19904627312164	17.65552305161699	0.18079166666666666	0.21969391563986962
log-weber+affine-n1n2.pathfinder	n1	28.0	10	-16.025986962316914	-46.313947548939524	19.799752428268164	0.17483333333333334	0.29999891837788095
log-weber+affine-n1n2.pathfinder	n1	28.0	11	-5.125743558932089	-30.623989597422337	30.761711354945902	0.3642916666666667	0.20807101265026873
log-weber+affine-n1n2.pathfinder	n1	28.0	18	7.76703771470153	-17.643263883456488	39.20338824599609	0.7208333333333333	0.19241619987655695
log-weber+affine-n1n2.pathfinder	n1	28.0	19	-6.14782779497165	-35.105127744967014	20.97987241958181	0.32075	0.2539537286297535
log-weber+affine-n1n2.pathfinder	n1	28.0	21	6.558622793638325	-19.565736617210653	39.52410353387031	0.677375	0.23290251257760908
log-weber+affine-n1n2.pathfinder	n1	28.0	25	25.462380905392422	0.21751602981608997	58.60102476810974	0.9763333333333334	0.1579808559006498
log-weber+affine-n1n2.pathfinder	n1	28.0	26	20.254115164182572	-4.6043137738732325	52.551184225010495	0.9412083333333333	0.1985763438945377
log-weber+affine-n1n2.pathfinder	n1	28.0	29	-20.04229934747374	-40.829505086410194	5.84729319800267	0.05420833333333333	0.2909825916809836
log-weber+affine-n1n2.pathfinder	n1	28.0	30	-25.167221443143653	-51.774683462736064	14.426154091047357	0.070625	0.31970528088229366
log-weber+affine-n1n2.pathfinder	n1	28.0	31	-20.462284683878124	-47.809115352169066	12.442832372586944	0.099375	0.3063801402517291
log-weber+affine-n1n2.pathfinder	n1	28.0	34	10.661686450371967	-15.16987144655855	39.99768000087145	0.7889583333333333	0.21390685711779792
log-weber+affine-n1n2.pathfinder	n1	28.0	35	54.69557772803553	9.422357969388786	136.50232596651875	0.9934166666666666	0.12563355270286286
log-weber+affine-n1n2.pathfinder	n1	28.0	36	-15.605047862295297	-39.68853202754676	13.489842323311752	0.13804166666666667	0.2930243959954244
log-weber+affine-n1n2.pathfinder	n1	28.0	37	-1.9783788652600665	-27.714305619036793	32.99293327299711	0.44404166666666667	0.24755941381544716
log-weber+affine-n1n2.pathfinder	n1	28.0	45	29.720982089469416	-1.4191724074466154	69.80336674816002	0.9685	0.16432717577534556
log-weber+affine-n1n2.pathfinder	n1	28.0	46	-11.328503618044579	-35.63625095992022	21.169374719613266	0.21704166666666666	0.2713097452065716
log-weber+affine-n1n2.pathfinder	n1	28.0	47	-26.71153870785681	-47.06390812375067	-0.5139927322965112	0.023083333333333334	0.3185189777036814
log-weber+affine-n1n2.pathfinder	n1	28.0	50	48.78918656783688	19.147005035860182	96.95482006430649	0.998625	0.15269225195251152
log-weber+affine-n1n2.pathfinder	n1	28.0	53	-18.02345249508209	-39.34386648231545	13.563193999594638	0.0935	0.32220647207860253
log-weber+affine-n1n2.pathfinder	n1	28.0	56	-13.160513544270486	-39.633174682570484	20.225348341150596	0.2005	0.24582795697032417
log-weber+affine-n1n2.pathfinder	n1	28.0	59	14.325421637376134	-8.970562064760149	46.68475639814321	0.876375	0.2071481108069278
log-weber+affine-n1n2.pathfinder	n1	28.0	62	40.19678078980705	-5.70245972353869	115.9799754351596	0.9538333333333333	0.14722426430680408
log-weber+affine-n1n2.pathfinder	n1	28.0	63	19.123510357222386	-15.417397878119374	64.3584320313009	0.845375	0.20094921727919227
log-weber+affine-n1n2.pathfinder	n1	28.0	67	-33.731327993407774	-49.763154553156554	-15.313001041919966	0.0009166666666666666	0.3208883563326028
log-weber+affine-n1n2.pathfinder	n1	28.0	69	-9.879648530954505	-38.522557921850364	27.79808166394379	0.286	0.2999699029979126
log-weber+affine-n1n2.pathfinder	n1	28.0	72	27.578821746668893	-8.21471505249437	93.15065719957195	0.92525	0.16807997682492595
log-weber+affine-n1n2.pathfinder	n1	28.0	74	-16.275144068927553	-38.34640251102956	11.493089628176767	0.11179166666666666	0.29540773145600574
log-weber+affine-n1n2.pathfinder	n2	7.0	1	19.512337254593792	-48.7859998062363	177.67003269316953	0.670375	0.10891882575345602
log-weber+affine-n1n2.pathfinder	n2	7.0	2	36.919587822853956	-17.73840366664331	128.18961628561442	0.9070416666666666	0.27905343793203025
log-weber+affine-n1n2.pathfinder	n2	7.0	3	51.690957700359604	-21.279127243360275	288.99909092098795	0.903625	0.05278464125078031
log-weber+affine-n1n2.pathfinder	n2	7.0	4	36.63935708481407	-33.59191845142936	227.17069178402951	0.83575	0.08631569770143258
log-weber+affine-n1n2.pathfinder	n2	7.0	5	38.12003174531734	-31.256086660781477	231.49278906532302	0.836875	0.07843429346413197
log-weber+affine-n1n2.pathfinder	n2	7.0	6	42.93301787349314	-29.38166885043057	274.3912550186155	0.8108333333333333	0.05964313087208989
log-weber+affine-n1n2.pathfinder	n2	7.0	7	20.135080612735646	-37.0793878573915	119.82265775118886	0.730875	0.24515947742144528
log-weber+affine-n1n2.pathfinder	n2	7.0	9	47.83374747602302	-27.377992660383512	275.8486040887597	0.880375	0.06670243414604532
log-weber+affine-n1n2.pathfinder	n2	7.0	10	48.08917906122193	-22.753982869122304	280.84068699252384	0.8898333333333334	0.07053376074976714
log-weber+affine-n1n2.pathfinder	n2	7.0	11	24.2233949960592	-40.26438341256301	170.29777808906627	0.7367083333333333	0.09719692069705912
log-weber+affine-n1n2.pathfinder	n2	7.0	18	24.055904623159297	-29.693575568059963	148.2253267804027	0.7750833333333333	0.10795326280222692
log-weber+affine-n1n2.pathfinder	n2	7.0	19	36.704720451640725	-31.1567038250415	223.29880435284704	0.828	0.09936808927490559
log-weber+affine-n1n2.pathfinder	n2	7.0	21	74.77370655436661	0.17506989767314926	342.7472155380272	0.9754583333333333	0.13207977749773175
log-weber+affine-n1n2.pathfinder	n2	7.0	25	-2.836065829295525	-49.00436692699184	88.57958934122016	0.4664583333333333	0.09086955238503872
log-weber+affine-n1n2.pathfinder	n2	7.0	26	25.40545269378861	-31.46610219683112	167.11073351553696	0.7776666666666666	0.09848232171465451
log-weber+affine-n1n2.pathfinder	n2	7.0	29	34.19346269904689	-41.81206362009953	238.21052821668556	0.7498333333333334	0.08463913702692717
log-weber+affine-n1n2.pathfinder	n2	7.0	30	59.97092602367864	-30.295723003943152	325.69429461254	0.89575	0.09961890718512754
log-weber+affine-n1n2.pathfinder	n2	7.0	31	31.81023248132039	-41.72674381100582	210.3800319034076	0.774875	0.0867358287102294
log-weber+affine-n1n2.pathfinder	n2	7.0	34	32.996561081370544	-34.47614739242918	227.20394918084608	0.7925	0.06198559255742751
log-weber+affine-n1n2.pathfinder	n2	7.0	35	48.78363856856325	-10.771348162619333	163.66472531323572	0.9411666666666667	0.15058150328313094
log-weber+affine-n1n2.pathfinder	n2	7.0	36	33.959877670296834	-37.49528068143516	217.8089209377643	0.797	0.08386641526044598
log-weber+affine-n1n2.pathfinder	n2	7.0	37	33.45440029538119	-35.16812383459283	225.68322739725755	0.8022083333333333	0.07314505502065202
log-weber+affine-n1n2.pathfinder	n2	7.0	45	39.44124936902428	-16.564706536989434	151.23061482791474	0.91625	0.14944352644928005
log-weber+affine-n1n2.pathfinder	n2	7.0	46	27.984022823227463	-31.315433083819965	173.972425476017	0.7903333333333333	0.1812874077626785
log-weber+affine-n1n2.pathfinder	n2	7.0	47	10.906778918999638	-51.866105979834835	155.32347801474174	0.595125	0.13573313475420118
log-weber+affine-n1n2.pathfinder	n2	7.0	50	78.16607876243573	-1.4179105774939635	369.0987515794475	0.9717916666666667	0.06653461126069155
log-weber+affine-n1n2.pathfinder	n2	7.0	53	55.68201463808905	-17.253629458971915	306.6569831154322	0.9237916666666667	0.08174139060376652
log-weber+affine-n1n2.pathfinder	n2	7.0	56	88.25607741674288	-0.9096391763560513	380.17826996911657	0.9732916666666667	0.143102960839242
log-weber+affine-n1n2.pathfinder	n2	7.0	59	62.227930332427746	-9.284608020429326	334.4840086658689	0.9520416666666667	0.07172664894781552
