trial_nr	onset	event_type	phase	response	nr_frames	prob1	prob2	n1	n2	choice	onset_abs	duration
7.0	194.02164958498906	choice	9		241					1.0	197.3409490769991	2.3354034570074873
8.0	196.35705304199655	stim	0		15	1.0	0.55	28.0	39.0		199.67635253400658	0.2508243640040746
8.0	196.60787740600063	stim	1		18	1.0	0.55	28.0	39.0		199.92717689801066	0.2999475629912922
8.0	196.90782496899192	stim	2		18	1.0	0.55	28.0	39.0		200.22712446100195	0.2999365950090578
8.0	197.20776156400098	stim	3		30	1.0	0.55	28.0	39.0		200.527061056011	0.5001722500019241
8.0	197.7079338140029	stim	4		29	1.0	0.55	28.0	39.0		201.02723330601293	0.5966927809931803
8.0	198.30462659499608	stim	5		300	1.0	0.55	28.0	39.0		201.6239260870061	5.009948406994226
8.0	203.3145750019903	stim	6		18	1.0	0.55	28.0	39.0		206.63387449400034	0.2999963340116665
8.0	203.61457133600197	stim	7		18	1.0	0.55	28.0	39.0		206.933870828012	0.31305775699729566
8.0	203.92762909299927	stim	8		22	1.0	0.55	28.0	39.0		207.2469285850093	0.573204332991736
8.0	204.500833425991	stim	9		96	1.0	0.55	28.0	39.0		207.82013291800104	1.6037065249984153
8.0	206.10018242998922	response	9	j		1.0	0.55	28.0	39.0		209.41948192199925	
8.0	206.10453995098942	choice	9		241					1.0	209.42383944299945	2.410121014007018
9.0	208.51466096499644	stim	0		15	1.0	0.55	28.0	79.0		211.83396045700647	0.25002581799344625
9.0	208.76468678298988	stim	1		18	1.0	0.55	28.0	79.0		212.08398627499992	0.2998568930051988
9.0	209.06454367599508	stim	2		18	1.0	0.55	28.0	79.0		212.38384316800511	0.30025905699585564
9.0	209.36480273299094	stim	3		30	1.0	0.55	28.0	79.0		212.68410222500097	0.508479433003231
9.0	209.87328216599417	stim	4		25	1.0	0.55	28.0	79.0		213.1925816580042	0.5777491740009282
9.0	210.4510313399951	stim	5		300	1.0	0.55	28.0	79.0		213.77033083200513	5.013560481995228
9.0	215.46459182199033	stim	6		17	1.0	0.55	28.0	79.0		218.78389131400036	0.3001357830071356
9.0	215.76472760499746	stim	7		18	1.0	0.55	28.0	79.0		219.0840270970075	0.32617959499475546
9.0	216.09090719999222	stim	8		15	1.0	0.55	28.0	79.0		219.41020669200225	0.5909256919985637
9.0	216.68183289199078	stim	9		121	1.0	0.55	28.0	79.0		220.0011323840008	2.022782124011428
9.0	218.70010102599917	response	9	j		1.0	0.55	28.0	79.0		222.0194005180092	
9.0	218.7046150160022	choice	9		239					1.0	222.02391450801224	1.9601676390011562
10.0	220.66478265500336	stim	0		14	1.0	0.55	28.0	56.0		223.9840821470134	0.25003290199674666
10.0	220.9148155570001	stim	1		17	1.0	0.55	28.0	56.0		224.23411504901014	0.2995798579941038
10.0	221.21439541499421	stim	2		18	1.0	0.55	28.0	56.0		224.53369490700425	0.3004392239963636
10.0	221.51483463899058	stim	3		29	1.0	0.55	28.0	56.0		224.8341341310006	0.5082593070110306
10.0	222.0230939460016	stim	4		25	1.0	0.55	28.0	56.0		225.34239343801164	0.5760330099874409
10.0	222.59912695598905	stim	5		300	1.0	0.55	28.0	56.0		225.91842644799908	5.01527972301119
10.0	227.61440667900024	stim	6		17	1.0	0.55	28.0	56.0		230.93370617101027	0.3001218479912495
10.0	227.9145285269915	stim	7		17	1.0	0.55	28.0	56.0		231.23382801900152	0.31928605400025845
10.0	228.23381458099175	stim	8		18	1.0	0.55	28.0	56.0		231.55311407300178	0.5806649770092918
10.0	228.81447955800104	stim	9		45	1.0	0.55	28.0	56.0		232.13377905001107	0.7555186949903145
10.0	229.55068870499963	response	9	j		1.0	0.55	28.0	56.0		232.86998819700966	
10.0	229.56999825299135	choice	9		240					1.0	232.8892977450014	3.244607120010187
1.0	232.81460537300154	stim	0		275						236.13390486501157	4.980522280995501
1.0	237.77162768300332	response	0	space							241.09092717501335	
11.0	237.79512765399704	stim	0		15	0.55	1.0	8.0	7.0		241.11442714600707	0.2689151840022532
11.0	238.0640428379993	stim	1		18	0.55	1.0	8.0	7.0		241.38334233000933	0.2999607389938319
11.0	238.36400357699313	stim	2		18	0.55	1.0	8.0	7.0		241.68330306900316	0.3001498300000094
11.0	238.66415340699314	stim	3		30	0.55	1.0	8.0	7.0		241.98345289900317	0.5001768369984347
11.0	239.16433024399157	stim	4		36	0.55	1.0	8.0	7.0		242.4836297360016	0.6000294359982945
11.0	239.76435967998987	stim	5		300	0.55	1.0	8.0	7.0		243.0836591719999	4.999748801012174
11.0	244.76410848100204	stim	6		18	0.55	1.0	8.0	7.0		248.08340797301207	0.3002854319929611
11.0	245.064393912995	stim	7		17	0.55	1.0	8.0	7.0		248.38369340500503	0.29987968399655074
11.0	245.36427359699155	stim	8		36	0.55	1.0	8.0	7.0		248.68357308900158	0.5999847589991987
11.0	245.96425835599075	stim	9		34	0.55	1.0	8.0	7.0		249.28355784800078	0.5886557170015294
11.0	246.5486126129981	response	9	k		0.55	1.0	8.0	7.0		249.86791210500814	
11.0	246.55291407299228	choice	9		238					2.0	249.8722135650023	3.411471551997238
12.0	249.96438562498952	stim	0		15	0.55	1.0	56.0	20.0		253.28368511699955	0.2499376900086645
12.0	250.21432331499818	stim	1		17	0.55	1.0	56.0	20.0		253.53362280700821	0.3136644259939203
12.0	250.5279877409921	stim	2		17	0.55	1.0	56.0	20.0		253.84728723300213	0.2862066480010981
12.0	250.8141943889932	stim	3		30	0.55	1.0	56.0	20.0		254.13349388100323	0.517970642002183
12.0	251.33216503099538	stim	4		18	0.55	1.0	56.0	20.0		254.65146452300542	0.5819546239945339
12.0	251.91411965498992	stim	5		298	0.55	1.0	56.0	20.0		255.23341914699995	5.013871917006327
12.0	256.92799157199624	stim	6		16	0.55	1.0	56.0	20.0		260.2472910640063	0.28618202899815515
12.0	257.2141736009944	stim	7		18	0.55	1.0	56.0	20.0		260.53347309300443	0.30467926200071815
12.0	257.5188528629951	stim	8		29	0.55	1.0	56.0	20.0		260.83815235500515	0.5856269299983978
12.0	258.1044797929935	stim	9		55	0.55	1.0	56.0	20.0		261.42377928500355	0.9171947249997174
12.0	259.0166705829906	response	9	j		0.55	1.0	56.0	20.0		262.33597007500066	
12.0	259.02167451799323	choice	9		241					1.0	262.34097401000326	3.0925334680068772
13.0	262.1142079860001	stim	0		14	0.55	1.0	80.0	20.0		265.43350747801014	0.2498358110024128
13.0	262.3640437970025	stim	1		18	0.55	1.0	80.0	20.0		265.68334328901256	0.29978801899414975
13.0	262.6638318159967	stim	2		18	0.55	1.0	80.0	20.0		265.9831313080067	0.30032593199575786
13.0	262.96415774799243	stim	3		30	0.55	1.0	80.0	20.0		266.28345724000246	0.5264805519982474
13.0	263.4906382999907	stim	4		15	0.55	1.0	80.0	20.0		266.8099377920007	0.5937608600070234
13.0	264.0843991599977	stim	5		298	0.55	1.0	80.0	20.0		267.40369865200773	4.979273855002248
13.0	269.06367301499995	stim	6		17	0.55	1.0	80.0	20.0		272.38297250701	0.30004541399830487
13.0	269.36371842899825	stim	7		18	0.55	1.0	80.0	20.0		272.6830179210083	0.3047638610005379
13.0	269.6684822899988	stim	8		29	0.55	1.0	80.0	20.0		272.9877817820088	0.5954828109970549
13.0	270.26396510099585	stim	9		2	0.55	1.0	80.0	20.0		273.5832645930059	0.05757644900586456
13.0	270.31672279899067	response	9	j		0.55	1.0	80.0	20.0		273.6360222910007	
13.0	270.3215415500017	choice	9		239					1.0	273.64084104201174	3.9423819160001585
14.0	274.26392346600187	stim	0		14	0.55	1.0	28.0	14.0		277.5832229580119	0.24998680999851786
14.0	274.5139102760004	stim	1		18	0.55	1.0	28.0	14.0		277.8332097680104	0.3138369039952522
14.0	274.82774717999564	stim	2		17	0.55	1.0	28.0	14.0		278.1470466720057	0.2861230419948697
14.0	275.1138702219905	stim	3		30	0.55	1.0	28.0	14.0		278.43316971400054	0.5087320020102197
14.0	275.62260222400073	stim	4		25	0.55	1.0	28.0	14.0		278.94190171601076	0.57736161199864
14.0	276.19996383599937	stim	5		299	0.55	1.0	28.0	14.0		279.5192633280094	5.013574957003584
14.0	277.2331789299933	response	5	j		0.55	1.0	28.0	14.0		280.55247842200333	
14.0	278.21644418800133	response	5	j		0.55	1.0	28.0	14.0		281.53574368001136	
14.0	281.21353879300295	stim	6		18	0.55	1.0	28.0	14.0		284.532838285013	0.3002960829908261
14.0	281.5138348759938	stim	7		18	0.55	1.0	28.0	14.0		284.8331343680038	0.3022347560035996
14.0	281.8160696319974	stim	8		32	0.55	1.0	28.0	14.0		285.1353691240074	0.5863542540027993
14.0	282.4024238860002	stim	9		88	0.55	1.0	28.0	14.0		285.7217233780102	1.466959687997587
14.0	283.8498234430008	response	9	j		0.55	1.0	28.0	14.0		287.1691229350108	
14.0	283.86938357399777	choice	9		239					1.0	287.1886830660078	2.5442184429994086
15.0	286.4136020169972	stim	0		14	0.55	1.0	33.0	14.0		289.7329015090072	0.25015296699712053
15.0	286.6637549839943	stim	1		17	0.55	1.0	33.0	14.0		289.9830544760043	0.299728601006791
15.0	286.9634835850011	stim	2		18	0.55	1.0	33.0	14.0		290.2827830770111	0.30027701798826456
15.0	287.26376060298935	stim	3		30	0.55	1.0	33.0	14.0		290.5830600949994	0.5102110320003703
15.0	287.7739716349897	stim	4		24	0.55	1.0	33.0	14.0		291.09327112699975	0.5899108250014251
15.0	288.36388245999115	stim	5		300	0.55	1.0	33.0	14.0		291.6831819520012	5.013538295010221
15.0	293.37742075500137	stim	6		17	0.55	1.0	33.0	14.0		296.6967202470114	0.2862131479923846
15.0	293.66363390299375	stim	7		18	0.55	1.0	33.0	14.0		296.9829333950038	0.3023006190051092
15.0	293.96593452199886	stim	8		32	0.55	1.0	33.0	14.0		297.2852340140089	0.5851317289925646
15.0	294.5510662509914	stim	9		52	0.55	1.0	33.0	14.0		297.87036574300146	0.8700376480119303
15.0	295.41611100299633	response	9	j		0.55	1.0	33.0	14.0		298.73541049500636	
15.0	295.42110389900336	choice	9		240					1.0	298.7404033910134	3.1424879629921634
16.0	298.5635918619955	stim	0		14	0.55	1.0	19.0	7.0		301.88289135400555	0.2499251440021908
16.0	298.8135170059977	stim	1		18	0.55	1.0	19.0	7.0		302.13281649800774	0.29973185899143573
16.0	299.11324886498915	stim	2		18	0.55	1.0	19.0	7.0		302.4325483569992	0.2998926960135577
16.0	299.4131415610027	stim	3		30	0.55	1.0	19.0	7.0		302.73244105301274	0.504525914991973
16.0	299.9176674759947	stim	4		29	0.55	1.0	19.0	7.0		303.2369669680047	0.5801615249947645
16.0	300.49782900098944	stim	5		301	0.55	1.0	19.0	7.0		303.8171284929995	5.0153577430028236
16.0	305.51318674399226	stim	6		18	0.55	1.0	19.0	7.0		308.8324862360023	0.3002121309982613
16.0	305.8133988749905	stim	7		18	0.55	1.0	19.0	7.0		309.13269836700056	0.2998679130105302
16.0	306.11326678800106	stim	8		36	0.55	1.0	19.0	7.0		309.4325662800111	0.6001458109967643
16.0	306.7134125989978	stim	9		32	0.55	1.0	19.0	7.0		310.03271209100785	0.5556632789957803
16.0	307.249338722002	response	9	j		0.55	1.0	19.0	7.0		310.568638214012	
16.0	307.2690758779936	choice	9		239					1.0	310.58837537000363	3.4443238570092944
17.0	310.7133997350029	stim	0		15	0.55	1.0	14.0	10.0		314.0326992270129	0.2500070449896157
17.0	310.9634067799925	stim	1		18	0.55	1.0	14.0	10.0		314.28270627200254	0.3135568130091997
17.0	311.2769635930017	stim	2		17	0.55	1.0	14.0	10.0		314.59626308501174	0.2863748199888505
17.0	311.56333841299056	stim	3		30	0.55	1.0	14.0	10.0		314.8826379050006	0.5020788660040125
17.0	312.0654172789946	stim	4		32	0.55	1.0	14.0	10.0		315.3847167710046	0.5852423690084834
17.0	312.65065964800306	stim	5		300	0.55	1.0	14.0	10.0		315.9699591400131	5.012312259990722
17.0	317.6629719079938	stim	6		17	0.55	1.0	14.0	10.0		320.9822714000038	0.297921032004524
17.0	317.9608929399983	stim	7		18	0.55	1.0	14.0	10.0		321.28019243200833	0.3028863069921499
17.0	318.26377924699045	stim	8		36	0.55	1.0	14.0	10.0		321.5830787390005	0.5995894780062372
17.0	318.8633687249967	stim	9		22	0.55	1.0	14.0	10.0		322.1826682170067	0.37297521000436973
17.0	319.23170690299594	response	9	k		0.55	1.0	14.0	10.0		322.55100639500597	
17.0	319.23634393500106	choice	9		240					2.0	322.5556434270111	3.62652905700088
18.0	322.86287299200194	stim	0		15	0.55	1.0	28.0	10.0		326.18217248401197	0.25014275599096436
18.0	323.1130157479929	stim	1		18	0.55	1.0	28.0	10.0		326.43231524000294	0.2997114820027491
18.0	323.41272722999565	stim	2		18	0.55	1.0	28.0	10.0		326.7320267220057	0.30030526100017596
18.0	323.71303249099583	stim	3		30	0.55	1.0	28.0	10.0		327.03233198300586	0.5075965739961248
18.0	324.22062906499195	stim	4		25	0.55	1.0	28.0	10.0		327.539928557002	0.5786693460104289
18.0	324.7992984110024	stim	5		299	0.55	1.0	28.0	10.0		328.1185979030124	5.013461333990563
18.0	329.81275974499295	stim	6		17	0.55	1.0	28.0	10.0		333.132059237003	0.30029297700093593
18.0	330.1130527219939	stim	7		18	0.55	1.0	28.0	10.0		333.4323522140039	0.3004854089958826
18.0	330.41353813098976	stim	8		36	0.55	1.0	28.0	10.0		333.7328376229998	0.5991355530131841
18.0	331.01267368400295	stim	9		18	0.55	1.0	28.0	10.0		334.331973176013	0.30665861499437597
18.0	331.3147077409958	response	9	j		0.55	1.0	28.0	10.0		334.63400723300583	
18.0	331.3193322989973	choice	9		239					1.0	334.63863179100736	3.6936465979961213
19.0	335.01297889699345	stim	0		14	0.55	1.0	33.0	20.0		338.3322783890035	0.24998661900463048
19.0	335.2629655159981	stim	1		17	0.55	1.0	33.0	20.0		338.5822650080081	0.313586453004973
19.0	335.57655196900305	stim	2		17	0.55	1.0	33.0	20.0		338.8958514610131	0.2861550300003728
19.0	335.8627069990034	stim	3		30	0.55	1.0	33.0	20.0		339.18200649101345	0.5100485229922924
19.0	336.3727555219957	stim	4		24	0.55	1.0	33.0	20.0		339.69205501400575	0.5898010020027868
19.0	336.9625565239985	stim	5		300	0.55	1.0	33.0	20.0		340.28185601600853	5.000090984001872
19.0	341.9626475080004	stim	6		18	0.55	1.0	33.0	20.0		345.2819470000104	0.3001660789886955
19.0	342.26281358698907	stim	7		17	0.55	1.0	33.0	20.0		345.5821130789991	0.3044381310028257
19.0	342.5672517179919	stim	8		29	0.55	1.0	33.0	20.0		345.8865512100019	0.5954932970053051
19.0	343.1627450149972	stim	9		21	0.55	1.0	33.0	20.0		346.48204450700723	0.3907751439983258
19.0	343.54862474199035	response	9	k		0.55	1.0	33.0	20.0		346.8679242340004	
19.0	343.5535201589955	choice	9		238					2.0	346.87281965100556	3.6092991909972625
20.0	347.1628193499928	stim	0		14	0.55	1.0	33.0	28.0		350.4821188420028	0.24929471100040246
20.0	347.4121140609932	stim	1		18	0.55	1.0	33.0	28.0		350.7314135530032	0.300348735996522
20.0	347.7124627969897	stim	2		18	0.55	1.0	33.0	28.0		351.03176228899974	0.3001115790102631
20.0	348.012574376	stim	3		30	0.55	1.0	33.0	28.0		351.33187386801	0.5102270039933501
20.0	348.5228013799933	stim	4		24	0.55	1.0	33.0	28.0		351.84210087200336	0.5897446190065239
20.0	349.11254599899985	stim	5		299	0.55	1.0	33.0	28.0		352.4318454910099	4.999825324994163
20.0	354.112371323994	stim	6		17	0.55	1.0	33.0	28.0		357.43167081600404	0.3002822400012519
20.0	354.41265356399526	stim	7		17	0.55	1.0	33.0	28.0		357.7319530560053	0.30806066100194585
20.0	354.7207142249972	stim	8		25	0.55	1.0	33.0	28.0		358.04001371700724	0.5773893720033811
20.0	355.2981035970006	stim	9		44	0.55	1.0	33.0	28.0		358.6174030890106	0.7387067879899405
20.0	356.03189833399665	response	9	k		0.55	1.0	33.0	28.0		359.3511978260067	
20.0	356.03681038499053	choice	9		241					2.0	359.35610987700056	3.2758219490060583
2.0	359.3126323339966	stim	0		1565						362.6319318260066	26.099318640001
2.0	385.3816981049895	response	0	j							388.7009975969995	
2.0	385.4119509739976	stim	0		291						388.7312504660076	5.016782603997854
21.0	390.42873357799544	stim	0		15	0.55	1.0	47.0	20.0		393.7480330700055	0.24982074400759302
21.0	390.67855432200304	stim	1		18	0.55	1.0	47.0	20.0		393.99785381401307	0.2998471809987677
21.0	390.9784015030018	stim	2		18	0.55	1.0	47.0	20.0		394.29770099501184	0.30034594298922457
21.0	391.27874744599103	stim	3		30	0.55	1.0	47.0	20.0		394.59804693800106	0.516683866007952
21.0	391.795431311999	stim	4		20	0.55	1.0	47.0	20.0		395.114730804009	0.5833989219972864
21.0	392.37883023399627	stim	5		299	0.55	1.0	47.0	20.0		395.6981297260063	5.013645936996909
21.0	397.3924761709932	stim	6		17	0.55	1.0	47.0	20.0		400.7117756630032	0.2860234420077177
21.0	397.6784996130009	stim	7		18	0.55	1.0	47.0	20.0		400.9977991050109	0.30471467999450397
21.0	397.9832142929954	stim	8		29	0.55	1.0	47.0	20.0		401.30251378500543	0.5956087689992273
21.0	398.5788230619946	stim	9		51	0.55	1.0	47.0	20.0		401.89812255400466	0.8691708050027955
21.0	399.4148340559914	response	9	j		0.55	1.0	47.0	20.0		402.7341335480014	
21.0	399.4479938669974	choice	9		239					1.0	402.76729335900745	3.1303725729958387
22.0	402.57836643999326	stim	0		15	0.55	1.0	16.0	7.0		405.8976659320033	0.25012635299935937
22.0	402.8284927929926	stim	1		18	0.55	1.0	16.0	7.0		406.14779228500265	0.29954845800239127
22.0	403.128041250995	stim	2		18	0.55	1.0	16.0	7.0		406.44734074300504	0.30055516099673696
22.0	403.42859641199175	stim	3		30	0.55	1.0	16.0	7.0		406.7478959040018	0.5033177260047523
22.0	403.9319141379965	stim	4		31	0.55	1.0	16.0	7.0		407.25121363000653	0.5839759490045253
22.0	404.515890087001	stim	5		300	0.55	1.0	16.0	7.0		407.83518957901106	5.0121233699901495
22.0	409.5280134569912	stim	6		17	0.55	1.0	16.0	7.0		412.8473129490012	0.3000867890077643
22.0	409.82810024599894	stim	7		18	0.55	1.0	16.0	7.0		413.14739973800897	0.30004016899329145
22.0	410.12814041499223	stim	8		36	0.55	1.0	16.0	7.0		413.44743990700226	0.599953593002283
22.0	410.7280940079945	stim	9		88	0.55	1.0	16.0	7.0		414.04739350000455	1.4742382929980522
22.0	412.19737613300094	response	9	k		0.55	1.0	16.0	7.0		415.516675625011	
22.0	412.20233230099257	choice	9		240					2.0	415.5216317930026	2.526017605996458
23.0	414.728349906989	stim	0		15	0.55	1.0	23.0	10.0		418.04764939899906	0.2500336940138368
23.0	414.97838360100286	stim	1		18	0.55	1.0	23.0	10.0		418.2976830930129	0.3137561929906951
23.0	415.29213979399356	stim	2		17	0.55	1.0	23.0	10.0		418.6114392860036	0.28600694600027055
23.0	415.5781467399938	stim	3		30	0.55	1.0	23.0	10.0		418.89744623200386	0.5060101290000603
23.0	416.0841568689939	stim	4		27	0.55	1.0	23.0	10.0		419.4034563610039	0.5787251290021231
23.0	416.662881997996	stim	5		301	0.55	1.0	23.0	10.0		419.98218149000604	5.007408696998027
