param	regressor	mean	lo	hi	p_gt0
memory_noise_sd_spline1	Intercept	0.9116646674502895	0.5682079708548325	1.3055102687690041	1.0
memory_noise_sd_spline2	Intercept	-0.21925021389134905	-0.3446043728784235	-0.11960763876649266	0.0
perceptual_noise_sd_spline1	Intercept	-2.4165765964748043	-2.7182187737322234	-2.136681750231851	0.0
perceptual_noise_sd_spline2	Intercept	0.25233086189788106	0.11716621133072189	0.507877602167544	1.0
risky_prior_mu	Intercept	3.412025128006045	2.696834843350428	5.7041756936092565	1.0
risky_prior_sd	Intercept	-0.49733176269111573	-1.1038762646060603	0.699146267617408	0.24425
safe_prior_mu	Intercept	2.7378899690743355	1.891184407846441	5.569746446670648	1.0
safe_prior_sd	Intercept	0.05009449359933205	-0.8797981881901071	2.3211164494052996	0.28895
