order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5315323182564562	0.5109389125875099	0.5520881158584255	0.5337960636674839
Risky first	vertex	0.5341927915466507	0.5103501816119864	0.5536585829013446	0.5280256926944052
Risky second	ips	0.5876541838858647	0.5662329529938648	0.6085053849818252	0.6158696377748244
Risky second	vertex	0.5864423478333473	0.5676219838022877	0.6088466853135176	0.563302162478083
