quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	16.119898215488284	14.010981543437712	18.220537254631598	
Safe prior mean (CHF)	all	9.23022911987012	7.598100604774228	10.940417907695512	
Risky prior spread (x/÷)	all	1.413483272280326	1.3084322201987861	1.5448208392473695	
Safe prior spread (x/÷)	all	1.5327738813715697	1.3619901074077188	1.805079028664839	
memory noise @ 7 CHF	all	1.0532552326069482	0.9427933213782747	1.1893019335731718	
memory noise @ 112 CHF	all	0.6928256826174849	0.6364849760917864	0.7600534918275159	
