order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5352287085600937	0.5143735094537257	0.5585674341730742	0.5337960636674839
Risky first	vertex	0.5254667236195708	0.5021265992036935	0.5475122356409233	0.5280256926944052
Risky second	ips	0.5949896533100305	0.5715612510392203	0.6185080133748414	0.6158696377748244
Risky second	vertex	0.5793195290974367	0.5565301480615624	0.6008954454370877	0.563302162478083
