order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.531459198311916	0.5104573235064177	0.5525854187698139	0.5337960636674839
Risky first	vertex	0.5336150514000276	0.5123101211226113	0.5576711594867577	0.5280256926944052
Risky second	ips	0.5919660379762967	0.571773742770971	0.6159505103557926	0.6158696377748244
Risky second	vertex	0.5767740947927973	0.5538378419748964	0.5988730761737775	0.563302162478083
