ratio_bin	median	lo	hi	observed
0	0.2967857142857143	0.2736996336996337	0.3200338827838828	0.2837728937728938
1	0.3961176980913823	0.3732507229612493	0.4214196308077887	0.38512434933487566
2	0.5144746481588587	0.48883289955658377	0.5412386013109697	0.5198178137651822
3	0.6237849431270484	0.5985098563716985	0.6490301474840948	0.6326055523423945
4	0.7253152111046848	0.70033167052246	0.7451377964141123	0.7321900906111433
5	0.8032051282051281	0.7817339743589743	0.8235947802197803	0.8095604395604395
