param	regressor	mean	lo	hi	p_gt0
memory_noise_sd_spline1	Intercept	0.6226861249353342	0.4423946020755297	0.8336117001199715	1.0
memory_noise_sd_spline2	Intercept	-0.002456372200800349	-0.16271278140244713	0.16924239413763237	0.4795
perceptual_noise_sd_spline1	Intercept	-2.073694278256651	-2.352637696178099	-1.7980225675384127	0.0
perceptual_noise_sd_spline1	stimulation_condition[T.vertex]	-0.08886998718730062	-0.4608336938291401	0.2634474799887766	0.30815
perceptual_noise_sd_spline2	Intercept	-1.7968750992413098	-2.0227464457048177	-1.5602143867261582	0.0
perceptual_noise_sd_spline2	stimulation_condition[T.vertex]	-0.14266412681809337	-0.4164803339144223	0.11992634275334607	0.1398
perceptual_noise_sd_spline3	Intercept	-1.737092182390585	-1.9371945750054833	-1.521754912931434	0.0
perceptual_noise_sd_spline3	stimulation_condition[T.vertex]	-0.06134158630898971	-0.24754542710811425	0.11388686251884118	0.24875
perceptual_noise_sd_spline4	Intercept	-1.6038421884505898	-1.82822957065214	-1.3954674669485108	0.0
perceptual_noise_sd_spline4	stimulation_condition[T.vertex]	0.02288880489193534	-0.2703978873090177	0.31849776922586653	0.56485
perceptual_noise_sd_spline5	Intercept	-1.4068353672408618	-1.6113614345839424	-1.1907691814143757	0.0
perceptual_noise_sd_spline5	stimulation_condition[T.vertex]	0.15814196561041372	-0.16197006879934284	0.5125859903670746	0.8391
risky_prior_mu	Intercept	2.7843191616194085	2.527078833169824	3.0267848774583324	1.0
risky_prior_sd	Intercept	-0.8891223278152173	-1.1955059750039554	-0.5726463279779674	0.0
safe_prior_mu	Intercept	2.2369630382450203	1.9232534984721863	2.5485700047656117	1.0
safe_prior_sd	Intercept	-0.6430160261773749	-1.0343061313825284	-0.15727592716082997	0.007
