ratio_bin	median	lo	hi	observed
0	0.29085164835164834	0.263643315018315	0.3181515567765568	0.2837728937728938
1	0.3940789473684211	0.3686117698091382	0.418722647966069	0.38512434933487566
2	0.518614324272219	0.4928289473684211	0.5424132205513784	0.5198178137651822
3	0.6289425486793907	0.6054131241565451	0.6550424137266242	0.6326055523423945
4	0.7244886254096781	0.70103834104492	0.7487062608444187	0.7321900906111433
5	0.7982142857142857	0.7773997252747252	0.8168278388278388	0.8095604395604395
