label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-pl-m2-dp-b-p2-i	-4218.547078178551	207.26058318221703	1.4293003935633015	7.98400246554854	240	6/6	12/12	10/10	5/5	3/4
