stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5468030682055072	0.5203460646496361	0.5707538899350747	0.56220115927433
0	vertex	0.5434045376246917	0.5202155358716655	0.5681032481024916	0.5264575299161766
1	ips	0.5679890112431832	0.5434545848563634	0.5904002759986728	0.5877618422158232
1	vertex	0.564691667268689	0.5395002150181868	0.587952471380424	0.5618613999037619
2	ips	0.5739978556602433	0.5457991144499488	0.6003590367341972	0.5740638045451909
2	vertex	0.5568718652929179	0.5288637851203641	0.5855825934773303	0.5475338546391179
