order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5339885411685528	0.5121513171710426	0.5550151540452534	0.5337960636674839
Risky first	vertex	0.5252912340610145	0.5021939774921288	0.546485724178477	0.5280256926944052
Risky second	ips	0.5961175942276999	0.5755629995084565	0.6174318408005486	0.6158696377748244
Risky second	vertex	0.5808445353594389	0.5603613105674765	0.6001174542873841	0.563302162478083
