ratio_bin	median	lo	hi	observed
0	0.2967216117216117	0.268735347985348	0.3260444139194139	0.2837728937728938
1	0.39354877578561787	0.3707058270676692	0.4187689656834394	0.38512434933487566
2	0.5116377482166956	0.4843775303643725	0.5419762868710237	0.5198178137651822
3	0.6216237709658763	0.5982516628108734	0.6456917534220165	0.6326055523423945
4	0.7241488336225178	0.7016500626566415	0.7481931993445151	0.7321900906111433
5	0.8081593406593406	0.783845695970696	0.8274546703296703	0.8095604395604395
