label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-m2-dp-b	-4173.271120491947	276.9295983655038	1.9310120306761234	5.533952727846307	2	6/6	12/12	10/10	5/5	4/4
