order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5282861848846654	0.5057323272383178	0.5493964581103681	0.5337960636674839
Risky first	vertex	0.5457881353230852	0.5236957883432211	0.5671828145711195	0.5280256926944052
Risky second	ips	0.5838098575737164	0.5628682829956247	0.6087227784958764	0.6158696377748244
Risky second	vertex	0.5781453341126046	0.5541974130973254	0.6000865408700007	0.563302162478083
