order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5306394326499528	0.5064246269997293	0.552205193793154	0.5337960636674839
Risky first	vertex	0.5287613593514251	0.5080063601011127	0.551008053835539	0.5280256926944052
Risky second	ips	0.6008297377827134	0.5722322445035106	0.6236089558035525	0.6158696377748244
Risky second	vertex	0.5781655116751552	0.5537051223177758	0.6005058027886783	0.563302162478083
