safe_bin	median	lo	hi	observed
7.0	0.6162404923424812	0.5909947093006181	0.6388776953658429	0.6084897875277154
10.0	0.5922397875277154	0.5675096856966654	0.612509619620281	0.5943280765898712
14.0	0.5598342951118159	0.5375186482240136	0.5819838021085708	0.5718772300779702
20.0	0.5300843024536364	0.5085444749129995	0.551330324104665	0.5365220695123564
28.0	0.5004988767014669	0.4761121894409938	0.5235229174926215	0.49032311351922825
