order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5288201249364313	0.5028020796172462	0.552307365632614	0.5337960636674839
Risky first	vertex	0.5329622985270641	0.5092359354127168	0.5575341639035533	0.5280256926944052
Risky second	ips	0.599399330651083	0.577245199105512	0.6240552212856597	0.6158696377748244
Risky second	vertex	0.5750379894798363	0.553539443655896	0.6016834349169241	0.563302162478083
