order	stake3	median	lo	hi	obs	obs_sem	stake
Risky first	0	-0.0023909787200366295	-0.04587598340771707	0.038905162064825936	0.011795959213031306	0.029597452359253172	12.668460710441336
Risky first	1	0.0032443854734875988	-0.041673036678786364	0.04055960853240813	-0.008979291876240124	0.03521516769099482	23.08402602096133
Risky first	2	-0.00279567010217166	-0.040309275863455375	0.03754763691760596	0.016444006629765147	0.033777521973981664	42.22419992808342
Risky second	0	-0.0013143790211459505	-0.0428525127754451	0.04426330165239935	0.05994824724148031	0.03282724727628665	12.668460710441336
Risky second	1	0.005012818524538998	-0.04062021874140407	0.04584285867457033	0.061330860893001535	0.03509798859832722	23.08402602096133
Risky second	2	-0.004011381267020331	-0.04213084659701206	0.04079503140969299	0.03700550076489926	0.03892267001359706	42.22419992808342
