order	stake_bin	median	lo	hi	observed
Risky first	0	0.5415349143610013	0.5025635234330886	0.5734414408055712	0.529399585921325
Risky first	1	0.5680383963862224	0.5383475531714662	0.6032064840956145	0.5938735177865613
Risky first	2	0.5310747223790702	0.4980066581968756	0.5636644786373047	0.5333333333333333
Risky first	3	0.4709321475625823	0.44364930359495575	0.5076868059476755	0.463678712591756
Risky first	4	0.5385869565217392	0.501776773950687	0.5737314135140222	0.5316017316017316
Risky second	0	0.4876353718745023	0.4550572344322344	0.5240021898391464	0.48713983118330945
Risky second	1	0.6010792396009788	0.5701649256540561	0.6288302136269528	0.5907571993224167
Risky second	2	0.6159171842650103	0.5884442687747036	0.6476321757952193	0.6316698663655185
Risky second	3	0.5883987389422172	0.5597510822510822	0.6184361471861471	0.599129493694711
Risky second	4	0.6466904761904761	0.6132540372670807	0.67929016563147	0.6412505175983436
