label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim	by_stake_stim	by_stake_stim_order
lfx2-pl-m2-dp-m-p2-i	-4199.614497698335	177.19665501044028	1.0032763517700038	1596.6705933947085	0	6/6	12/12	10/10	5/5	3/4	6/6	10/12
