order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.530135322499437	0.5071634528047445	0.5483422260089414	0.5337960636674839
Risky first	vertex	0.5317702653994816	0.5116237907975132	0.5535273354042578	0.5280256926944052
Risky second	ips	0.5875600623835617	0.5673820507685678	0.6092008774964045	0.6158696377748244
Risky second	vertex	0.5870913695694526	0.5661992221201747	0.6102394520052322	0.563302162478083
