stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5595794072362017	0.5335112808213853	0.586432189084628	0.56220115927433
0	vertex	0.5404189205784657	0.5156559648420093	0.566309686988671	0.5264575299161766
1	ips	0.5653378007858261	0.5427666483745387	0.5897928678431895	0.5877618422158232
1	vertex	0.5550557091603305	0.5304228535335724	0.579946889029527	0.5618613999037619
2	ips	0.5696442161461417	0.5444910959992796	0.5936494609726317	0.5740638045451909
2	vertex	0.5598622430201378	0.5342633754936387	0.5870003930990774	0.5475338546391179
