ratio_bin	median	lo	hi	observed
0	0.29458791208791213	0.26738141025641027	0.32257875457875457	0.2837728937728938
1	0.39584441873915555	0.3676296992481203	0.4198244409099672	0.38512434933487566
2	0.5166097937150569	0.4907607721226142	0.5442144544052439	0.5198178137651822
3	0.6267090803932909	0.6004419703103914	0.6530471370734529	0.6326055523423945
4	0.722074416811259	0.6955908762290341	0.7454558752650858	0.7321900906111433
5	0.7981593406593406	0.7702206959706959	0.8212403846153846	0.8095604395604395
