safe_bin	median	lo	hi	observed
7.0	0.6162358853501314	0.5924617674698618	0.6398608550651219	0.6084897875277154
10.0	0.5899677510535513	0.5701776582896496	0.6112785110420981	0.5943280765898712
14.0	0.5592842275670675	0.539956814494222	0.5822126457351364	0.5718772300779702
20.0	0.5302538985066737	0.5082308048103608	0.5514259559050262	0.5365220695123564
28.0	0.501107330073565	0.47720172018853796	0.5256720656579006	0.49032311351922825
