ratio_bin	median	lo	hi	observed
0	0.29453296703296705	0.2685787545787546	0.3191863553113553	0.2837728937728938
1	0.3943878928089455	0.36916355793329475	0.4195735492577598	0.38512434933487566
2	0.516461345671872	0.4928875795257375	0.5431844756121073	0.5198178137651822
3	0.6260863697705803	0.6018297908232119	0.6513930258338153	0.6326055523423945
4	0.7248910738384422	0.7015219298245615	0.7462623385386543	0.7321900906111433
5	0.7995421245421245	0.7766662087912088	0.8196336996336997	0.8095604395604395
