stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5497631510959038	0.5220293253011024	0.5745483254647018	0.56220115927433
0	vertex	0.5410321987018301	0.5175500181104894	0.5655910830149552	0.5264575299161766
1	ips	0.5687968003274597	0.5424112403959592	0.5935040181845344	0.5877618422158232
1	vertex	0.5647515018856483	0.539864008103578	0.5900243785240575	0.5618613999037619
2	ips	0.5770033015764723	0.5504415143585554	0.6044516767820682	0.5740638045451909
2	vertex	0.553317306212043	0.5241156450235397	0.5801842190131663	0.5475338546391179
