quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	20.18059004709843	17.06542081671828	23.582558410234007	
Safe prior mean (CHF)	all	10.833150644833353	7.5575761368802405	14.456812911818115	
Risky prior spread (x/÷)	all	1.455828080511811	1.3321829161513334	1.6049732587997385	
Safe prior spread (x/÷)	all	1.7732805885004148	1.4630970674388297	2.3121144930564976	
