ratio_bin	median	lo	hi	observed
0	0.2962545787545787	0.26734157509157513	0.32161630036630035	0.2837728937728938
1	0.3966338924233661	0.36779496818970503	0.4272672064777328	0.38512434933487566
2	0.5169548872180452	0.49412066223250434	0.5433347792558318	0.5198178137651822
3	0.6273125120493541	0.6025888519375361	0.6522741228070175	0.6326055523423945
4	0.7230253518411414	0.7013093551185657	0.747134350298824	0.7321900906111433
5	0.7988095238095239	0.7751826923076923	0.8225462454212454	0.8095604395604395
