label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-pl-m2-dp-null-p2	-4267.513889802301	158.7452025864659	1.5283672691328487	7.122738009426948	0	6/6	12/12	10/10	5/5	2/4
