order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.536720380729732	0.5127880919489628	0.5599932338750282	0.5337960636674839
Risky first	vertex	0.5272017542321632	0.5038784143675714	0.5491646446313455	0.5280256926944052
Risky second	ips	0.595863417623963	0.5734252330280908	0.619826615570403	0.6158696377748244
Risky second	vertex	0.5792676240572208	0.5556494948651582	0.6039864114552893	0.563302162478083
