order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5288592150105884	0.5050436663959458	0.553788817455679	0.5337960636674839
Risky first	vertex	0.5384616778038092	0.5148900915916508	0.5606387472806624	0.5280256926944052
Risky second	ips	0.5909325219829235	0.569675897522256	0.6170476645609181	0.6158696377748244
Risky second	vertex	0.5774247863961481	0.5589254891319474	0.5992621413264312	0.563302162478083
