stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5478432330348706	0.5210815772013507	0.5728267763015149	0.56220115927433
0	vertex	0.545522142480239	0.5188796515098092	0.5697401603513377	0.5264575299161766
1	ips	0.5668540318560469	0.5433019779908419	0.5921744611099142	0.5877618422158232
1	vertex	0.5615802903415227	0.5366093797444889	0.5849583252469968	0.5618613999037619
2	ips	0.5719479294062093	0.5458148885595933	0.5969523474136761	0.5740638045451909
2	vertex	0.5598005736163632	0.5340062986641934	0.5857607749055117	0.5475338546391179
