safe_bin	median	lo	hi	observed
7.0	0.6174964942807218	0.593903717530799	0.6383965730217466	0.6084897875277154
10.0	0.5888594298342218	0.5668184422859492	0.608340756831564	0.5943280765898712
14.0	0.5570588850711422	0.5350762567361202	0.5807911564101434	0.5718772300779702
20.0	0.5292820250209243	0.5067672404299369	0.5505122296374608	0.5365220695123564
28.0	0.5036033654905071	0.4785824825998855	0.5291316324170742	0.49032311351922825
