safe_bin	median	lo	hi	observed
7.0	0.6092439576817468	0.5853178191489362	0.6330935191915188	0.6084897875277154
10.0	0.5915319809700014	0.5682567480507467	0.6135404580194704	0.5943280765898712
14.0	0.5675750884689368	0.5425886460581766	0.5887958258079674	0.5718772300779702
20.0	0.5320456697942821	0.5093021645522223	0.5565159161490683	0.5365220695123564
28.0	0.4986363486190035	0.47362584522708256	0.524138584203339	0.49032311351922825
