ratio_bin	median	lo	hi	observed
0	0.29299450549450545	0.2699349816849817	0.3182797619047619	0.2837728937728938
1	0.39403942548679394	0.36847267206477735	0.42025534991324465	0.38512434933487566
2	0.5199937343358396	0.49257940524387894	0.5454564054366685	0.5198178137651822
3	0.6288673607094659	0.6070938644688645	0.6537833044148834	0.6326055523423945
4	0.7245546558704454	0.70036160111818	0.745762242143821	0.7321900906111433
5	0.7966849816849817	0.7717216117216117	0.8189903846153846	0.8095604395604395
