ratio_bin	median	lo	hi	observed
0	0.29313186813186815	0.26727701465201464	0.31956227106227103	0.2837728937728938
1	0.39438018122228646	0.36839102564102566	0.42295038075959124	0.38512434933487566
2	0.5174903605166763	0.4927171052631579	0.5463407316367842	0.5198178137651822
3	0.6275414497782918	0.6035984191247349	0.6526203971467129	0.6326055523423945
4	0.7247966069018701	0.7022957634470793	0.7455503663003662	0.7321900906111433
5	0.7988278388278388	0.7766854395604395	0.8203992673992674	0.8095604395604395
