label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-m2-dp-null-p2-fx	-4259.882150603738	162.56210559712326	1.5290463882154275	7.110502876630294	39	6/6	12/12	10/10	5/5	2/4
