param	regressor	mean	lo	hi	p_gt0
n1_evidence_sd_spline1	Intercept	-1.2263040226639759	-1.571180365603584	-0.9242320173288332	0.0
n1_evidence_sd_spline1	stimulation_condition[T.vertex]	-0.4225418573320548	-0.7513086174260721	-0.06045514013794187	0.0112
n1_evidence_sd_spline2	Intercept	-0.041677525731056105	-0.12710670107638777	0.05638920256116905	0.17665
n1_evidence_sd_spline2	stimulation_condition[T.vertex]	0.11310083824764013	0.007882875524361187	0.20777222903955225	0.9818
n2_evidence_sd_spline1	Intercept	-2.3940231830406042	-2.7530529599547364	-2.066814202997528	0.0
n2_evidence_sd_spline2	Intercept	0.18091241143548442	0.08708468512050233	0.28005755338067784	0.9997
risky_prior_mu	Intercept	2.9204454456144147	2.661912415662094	3.1940923991312595	1.0
risky_prior_sd	Intercept	-0.5613283802268743	-0.8696322446389299	-0.20999256731295118	0.0018
safe_prior_mu	Intercept	2.2911114332411557	1.7493646768152293	2.910753464397952	1.0
safe_prior_sd	Intercept	-0.09031473101187495	-0.550020612210966	0.450242897151746	0.34235
