order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5328760553687497	0.5094733042624627	0.5554419702156406	0.5337960636674839
Risky first	vertex	0.5361557856539629	0.513534249317319	0.5571334845182304	0.5280256926944052
Risky second	ips	0.5921510647077743	0.5701413992001797	0.6146857822522407	0.6158696377748244
Risky second	vertex	0.5750503743285742	0.5508688528012023	0.5972828476802761	0.563302162478083
