order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.5301574608909501	0.5092162123868728	0.549924621307	0.5337960636674839
Risky first	vertex	0.5315966536933059	0.512180067494715	0.5528300175664238	0.5280256926944052
Risky second	ips	0.5881119111337667	0.5645410886477695	0.6091107824039518	0.6158696377748244
Risky second	vertex	0.5876793019954913	0.5655828532465002	0.6088861915894352	0.563302162478083
