ratio_bin	median	lo	hi	observed
0	0.29456959706959707	0.2689166666666667	0.32450595238095237	0.2837728937728938
1	0.39501204935415457	0.3719097985347985	0.4245702718334297	0.38512434933487566
2	0.5187246963562753	0.4942424812030075	0.5426199392712551	0.5198178137651822
3	0.6275674763832659	0.605004361866204	0.6513041979949875	0.6326055523423945
4	0.724204260651629	0.7027140688259109	0.7457007422402159	0.7321900906111433
5	0.7987637362637363	0.7758461538461539	0.8210467032967034	0.8095604395604395
