ratio_bin	median	lo	hi	observed
0	0.29346153846153844	0.2673772893772894	0.3168585164835165	0.2837728937728938
1	0.3944269327164064	0.3699577308656256	0.4187131530749952	0.38512434933487566
2	0.5201132639290533	0.49536866203971464	0.5421505928282244	0.5198178137651822
3	0.6274850588008483	0.605972888953152	0.6473205610179293	0.6326055523423945
4	0.723888085598612	0.7018784702139965	0.7463830489685753	0.7321900906111433
5	0.7952564102564103	0.7737216117216118	0.818132326007326	0.8095604395604395
