safe_bin	median	lo	hi	observed
7.0	0.6143566913351834	0.5912074211121389	0.6374563574658972	0.6084897875277154
10.0	0.5907739563602191	0.5692513334581444	0.6120294608901222	0.5943280765898712
14.0	0.5607150749599871	0.5375629377560459	0.5836081174838114	0.5718772300779702
20.0	0.5293536077705827	0.5053685685652615	0.5520059413682217	0.5365220695123564
28.0	0.500803378705784	0.47770876007664864	0.5233175300647549	0.49032311351922825
