quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	17.21781035486265	14.822810231984871	19.85528295523577	
Safe prior mean (CHF)	all	8.063347368229637	6.331446280378018	10.195290550573992	
Risky prior spread (x/÷)	all	1.456261639261893	1.4100443268407907	1.5113490790451394	
memory noise @ 7 CHF	ips	0.7761096989640572	0.7281139137093121	0.8282580999905684	
memory noise @ 7 CHF	vertex	0.7617054271300342	0.7106214015988388	0.817702789949789	
memory noise @ 7 CHF	IPS - vertex	0.014404271834023043	-0.03821514573009474	0.06644936584307956	0.7103
memory noise @ 112 CHF	ips	3.1639841002072804	1.650418361869209	4.811841934815286	
memory noise @ 112 CHF	vertex	3.1145297415174804	1.4847626435940495	5.0031892177089095	
memory noise @ 112 CHF	IPS - vertex	0.049454358689800255	-1.435648652710657	1.4619680134602784	0.5351
perceptual noise @ 7 CHF	ips	0.19385266345352067	0.17642547014036888	0.21259882956525117	
perceptual noise @ 7 CHF	vertex	0.20775520506955086	0.18869457575541337	0.22897571848017653	
perceptual noise @ 7 CHF	IPS - vertex	-0.013902541616030205	-0.03212690498847899	0.004097170004305974	0.06745
perceptual noise @ 112 CHF	ips	0.13420282837854974	0.02132879780865523	0.4303710293927683	
perceptual noise @ 112 CHF	vertex	0.02205198085647029	0.002481204522517454	0.08202561291450937	
perceptual noise @ 112 CHF	IPS - vertex	0.11215084752207949	0.011602803391527096	0.38090001752413194	0.99525
