label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim
lfx2-bs3-m2-dp-bm-p2	-4164.210420444264	228.44294461796926	1.5291559211507495	7.1113240025875175	17	6/6	12/12	10/10	5/5	4/4
