ratio_bin	median	lo	hi	observed
0	0.2930952380952381	0.26943040293040293	0.3204578754578754	0.2837728937728938
1	0.3940649701176017	0.36913145845382683	0.4190167727009832	0.38512434933487566
2	0.5164439946018893	0.4892011037208406	0.5445263639868902	0.5198178137651822
3	0.6262984384037016	0.6019796124927703	0.6512862685560055	0.6326055523423945
4	0.723588297667245	0.7034997108155003	0.7483249469828417	0.7321900906111433
5	0.7996062271062271	0.7766474358974359	0.8229693223443223	0.8095604395604395
