stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5481413891953961	0.5228758794921687	0.5738404370503672	0.56220115927433
0	vertex	0.5474667765333454	0.5232892989834811	0.569345821394258	0.5264575299161766
1	ips	0.5660334524635806	0.5414899753982768	0.5884301670038602	0.5877618422158232
1	vertex	0.5614011138626029	0.5422667756576615	0.5839646168088081	0.5618613999037619
2	ips	0.5738062928371016	0.5481903151583832	0.5985232643551001	0.5740638045451909
2	vertex	0.5587881219460167	0.5352443518825097	0.5861337099363415	0.5475338546391179
