label	elpd	p_loo	rhat	ess	divergences	by_ratio	by_ratio_order	by_stake	by_safe	by_stim	by_stake_stim	by_stake_stim_order
lfx2-gw-m2-dp-b-p2-fp	-4161.921139966715	193.0541281804749	1.002026854978922	2228.263931904591	0	6/6	12/12	10/10	5/5	4/4	6/6	10/12
