ratio_bin	median	lo	hi	observed
0	0.2931776556776557	0.26604029304029303	0.31815064102564106	0.2837728937728938
1	0.3959379217273954	0.3687611818006555	0.42331357239251977	0.38512434933487566
2	0.5227689415847311	0.49703503952188166	0.5465917437825332	0.5198178137651822
3	0.6287883169462117	0.6056438933873145	0.6484991806439174	0.6326055523423945
4	0.7232600732600732	0.6995725371120108	0.7473689512242144	0.7321900906111433
5	0.7959981684981685	0.7765233516483516	0.8174729853479854	0.8095604395604395
