safe_bin	median	lo	hi	observed
7.0	0.6128033089584894	0.5893790370835352	0.6362137167231986	0.6084897875277154
10.0	0.5889948130038325	0.5646581932881076	0.6160329601853075	0.5943280765898712
14.0	0.5824008670689984	0.5554935373625244	0.6070157179199154	0.5718772300779702
20.0	0.5327375446015594	0.5059725755473328	0.552931423725827	0.5365220695123564
28.0	0.4878515814281309	0.46285235231928107	0.5119076389806616	0.49032311351922825
