order	stimulation_condition	median	lo	hi	observed
Risky first	ips	0.531092839558649	0.5106021585564251	0.5516924996394605	0.5337960636674839
Risky first	vertex	0.5321490515013636	0.511003254029184	0.55469332701555	0.5280256926944052
Risky second	ips	0.5902576356144599	0.5677473541602189	0.6094192154114099	0.6158696377748244
Risky second	vertex	0.589936405889065	0.5673867621274109	0.6097399320920653	0.563302162478083
