stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5653348248731525	0.5315449626351194	0.5937266209883806	0.56220115927433
0	vertex	0.5238971867483696	0.496170618996976	0.5502273191155688	0.5264575299161766
1	ips	0.5893272412220378	0.5605348572951419	0.614193867269833	0.5877618422158232
1	vertex	0.5634043324383504	0.5367074911609572	0.5927014823359494	0.5618613999037619
2	ips	0.5734553390554673	0.5445038055832344	0.599598955939938	0.5740638045451909
2	vertex	0.5457166363745312	0.5201138874757295	0.5723741463017779	0.5475338546391179
