stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5477834902225146	0.5205230637539	0.5730094633396028	0.56220115927433
0	vertex	0.54103930916557	0.5151768857957654	0.565384875701307	0.5264575299161766
1	ips	0.5711501178530316	0.5442316377959084	0.5991155290894148	0.5877618422158232
1	vertex	0.564009193630503	0.5391398710225733	0.5893197714601758	0.5618613999037619
2	ips	0.5766843198165406	0.550588456437301	0.6034273968436356	0.5740638045451909
2	vertex	0.5549042766148029	0.5275537256524098	0.5826053163092636	0.5475338546391179
