stake3	stimulation_condition	median	lo	hi	observed
0	ips	0.5455422162042372	0.5230798759409386	0.571215514934156	0.56220115927433
0	vertex	0.5468778568375121	0.5231463205106383	0.5730847291268848	0.5264575299161766
1	ips	0.565523947428521	0.5437423124822481	0.5878102717965206	0.5877618422158232
1	vertex	0.562229973349999	0.5405659767062206	0.5875549742476892	0.5618613999037619
2	ips	0.5651801297404635	0.5389918860557499	0.5883229971426377	0.5740638045451909
2	vertex	0.5659605224078909	0.5419953418834997	0.594504124727809	0.5475338546391179
