param	regressor	mean	lo	hi	p_gt0
memory_noise_sd_spline1	Intercept	0.058131192195024495	-0.39674312646495224	0.32397461264567784	0.74955
memory_noise_sd_spline2	Intercept	2.6692242572472753	0.717576320391408	4.3363839209412784	0.996
perceptual_noise_sd_spline1	Intercept	-1.370156756844349	-1.6283097278342111	-0.8197701674843811	0.0
perceptual_noise_sd_spline2	Intercept	-3.108328014047297	-5.360180850541446	-1.2252988368920723	0.0003
risky_prior_mu	Intercept	3.403206994273425	2.710842289476135	5.30357967351792	1.0
risky_prior_sd	Intercept	-0.6842830331307659	-1.125370904497984	-0.035668082998452456	0.01815
safe_prior_mu	Intercept	3.0297559352471324	1.8216646119459916	6.2286257361418675	1.0
safe_prior_sd	Intercept	-0.2663331759913247	-0.8433791684428268	0.453324749767374	0.20485
