order	stake3	median	lo	hi	obs	obs_sem	stake
Risky first	0	0.012623470440807916	-0.04728639095191508	0.07496966904784234	0.011795959213031306	0.029597452359253172	12.668460710441336
Risky first	1	-0.004113533770765121	-0.061489055271231254	0.050981773411118904	-0.008979291876240124	0.03521516769099482	23.08402602096133
Risky first	2	0.02222054691094935	-0.03382227739580676	0.07351537712373629	0.016444006629765147	0.033777521973981664	42.22419992808342
Risky second	0	0.06678281200837599	0.009331355987371021	0.1311198125183087	0.05994824724148031	0.03282724727628665	12.668460710441336
Risky second	1	0.055474448152466715	0.0017463234097466643	0.11609117331142987	0.061330860893001535	0.03509798859832722	23.08402602096133
Risky second	2	0.031302390174570593	-0.022756859681671675	0.09048002582213104	0.03700550076489926	0.03892267001359706	42.22419992808342
