quantity	stim	mean	lo	hi	p_gt0
Risky prior mean (CHF)	all	19.95558351595903	16.85065292107239	23.487474618015113	
Safe prior mean (CHF)	all	11.52162874550247	7.717980905475575	16.12797612012577	
Risky prior spread (x/÷)	all	1.481720306519767	1.3588150510869237	1.6326140084064809	
Safe prior spread (x/÷)	all	1.8657755641887153	1.5232790219892745	2.4535926845816713	
