safe_bin	median	lo	hi	observed
7.0	0.6132102477130229	0.591112774951177	0.6349942990763989	0.6084897875277154
10.0	0.5904617821535028	0.5705141100612309	0.6133286308973173	0.5943280765898712
14.0	0.5600885790640647	0.5380925363053023	0.5814992676534073	0.5718772300779702
20.0	0.5319542641293336	0.5080082650544029	0.5537726862252764	0.5365220695123564
28.0	0.5034233073432889	0.47902500165190953	0.5286831389586363	0.49032311351922825
